"","L","R"
"2746","D-Galactose","LGR5"
"2747","D-Galactose","ITGB7"
"2748","D-Galactose","IGF1R"
"2749","D-Galactose","ITGAX"
"2750","D-Galactose","CDH2"
"2751","D-Galactose","ERBB2"
"2752","D-Galactose","IL22RA1"
"2753","D-Galactose","FCGR2A"
"2754","D-Galactose","GFRA3"
"2755","D-Galactose","EGFR"
"2756","D-Galactose","NLGN4X"
"2757","D-Galactose","LRRC4C"
"2758","D-Galactose","GRIA4"
"2759","D-Galactose","CXADR"
"2760","D-Galactose","CSF1R"
"2761","D-Galactose","PPARG"
"2762","D-Galactose","KIT"
"2763","D-Galactose","ITGA5"
"2764","D-Galactose","FCGR3A"
"2765","D-Galactose","FCGR3B"
"2766","D-Galactose","PLXNB1"
"2767","D-Galactose","MST1R"
"2768","D-Galactose","ERAP1"
"2769","D-Galactose","TLR3"
"2770","D-Galactose","TSHR"
"2771","D-Galactose","FOLR2"
"2772","D-Galactose","GABRB3"
"2773","D-Galactose","ANPEP"
"2774","D-Galactose","ITGB2"
"2775","D-Galactose","ITGB1"
"2776","D-Galactose","INSR"
"2777","D-Galactose","CTLA4"
"2778","D-Galactose","NLGN2"
"2779","D-Galactose","CD36"
"2780","D-Galactose","CD46"
"2781","D-Galactose","CD209"
"2782","D-Galactose","CLEC4M"
"2783","D-Galactose","CD276"
"2784","D-Galactose","IL17RA"
"2785","D-Galactose","SIGLEC7"
"2786","D-Galactose","IFNLR1"
"2787","D-Galactose","IL3RA"
"2788","D-Galactose","GP1BA"
"2789","D-Galactose","PTPRM"
"2790","D-Galactose","SELE"
"2791","D-Galactose","F3"
"2792","D-Galactose","IL21R"
"2793","D-Galactose","NRXN3"
"2794","D-Galactose","COLEC11"
"2795","D-Galactose","PLAUR"
"2796","D-Galactose","HLA-DQA1"
"2797","D-Galactose","ACVR2B"
"2798","D-Galactose","SIGLEC1"
"2799","D-Galactose","LINGO1"
"2800","D-Galactose","FCAR"
"2801","D-Galactose","HTR3A"
"2802","D-Galactose","JAML"
"2803","D-Galactose","IGF2R"
"2804","D-Galactose","ENPP3"
"2805","D-Galactose","EPHA2"
"2806","D-Galactose","FCGR2B"
"2807","D-Galactose","NLGN3"
"2808","D-Galactose","HLA-DRB1"
"2809","D-Galactose","TFRC"
"2810","D-Galactose","DPP4"
"2811","D-Galactose","ENPP1"
"2812","D-Galactose","NLGN1"
"2813","D-Galactose","FZD5"
"2814","D-Galactose","PLXNA2"
"2815","D-Galactose","FCER1A"
"2816","D-Galactose","CD1A"
"2817","D-Galactose","CD1B"
"2818","D-Galactose","CD1D"
"2819","D-Galactose","IL6R"
"2820","D-Galactose","FCGR1A"
"2821","D-Galactose","VTCN1"
"2822","D-Galactose","CD2"
"2823","D-Galactose","AMIGO1"
"2824","D-Galactose","TNFRSF6B"
"2825","D-Galactose","NTNG1"
"2826","D-Galactose","GRIN1"
"2827","D-Galactose","DPP7"
"2828","D-Galactose","TLR4"
"2829","D-Galactose","IL2RG"
"2830","D-Galactose","FZD8"
"2831","D-Galactose","GABBR1"
"2832","D-Galactose","DPP6"
"2833","D-Galactose","CUBN"
"2834","D-Galactose","IL2RA"
"2835","D-Galactose","ZP3"
"2836","D-Galactose","ITGA4"
"2837","D-Galactose","HLA-DQB1"
"2838","D-Galactose","COLEC12"
"2839","D-Galactose","CSF2RB"
"2840","D-Galactose","FSHR"
"2841","D-Galactose","NRXN1"
"2842","D-Galactose","CD207"
"2843","D-Galactose","DCC"
"2844","D-Galactose","CSF2RA"
"2845","D-Galactose","CLEC2A"
"2846","D-Galactose","ERAP2"
"2847","D-Galactose","PVR"
"2848","D-Galactose","NECTIN3"
"2849","D-Galactose","IGLL5"
"2850","D-Galactose","NTRK1"
"2851","D-Galactose","KLRF2"
"2852","D-Galactose","LDLR"
"2853","Succinic acid","SUCNR1"
"2854","Succinic acid","P4HB"
"2855","Succinic acid","FCN1"
"2856","(R)-Lipoic acid","ICAM1"
"2857","(R)-Lipoic acid","HAVCR1"
"2858","Retinyl palmitate","SDC1"
"2859","Retinyl palmitate","GPC1"
"2860","Retinyl palmitate","GPC2"
"2861","Retinyl palmitate","SDC2"
"2862","Retinyl palmitate","SDC3"
"2863","Retinyl palmitate","GPC4"
"2864","Retinyl palmitate","SDC4"
"2865","Retinyl palmitate","GPC6"
"2866","Retinyl palmitate","GPC5"
"2867","Retinyl palmitate","AGRN"
"2868","Retinyl palmitate","GPC3"
"2869","Leukotriene B5","LTB4R1"
"2870","Leukotriene B5","LTB4R2"
"2871","Leukotriene C4","CYSLTR1"
"2872","Leukotriene C4","CYSLTR2"
"2873","Leukotriene C4","OXGR1"
"2874","D-Mannose","CD209"
"2875","D-Mannose","M6PR"
"2876","D-Mannose","CD4"
"2877","D-Mannose","RTN4R"
"2878","D-Mannose","TGFBR3"
"2879","D-Mannose","IL2RB"
"2880","D-Mannose","TLR8"
"2881","D-Mannose","FCGRT"
"2882","D-Mannose","ICAM5"
"2883","D-Mannose","EFNB3"
"2884","D-Mannose","VTN"
"2885","D-Mannose","CLEC4A"
"2886","D-Mannose","HRG"
"2887","D-Mannose","SELL"
"2888","D-Mannose","ACVR2A"
"2889","D-Mannose","EFNB2"
"2890","D-Mannose","NECTIN2"
"2891","D-Mannose","ACE2"
"2892","D-Mannose","CD180"
"2893","D-Mannose","IL5RA"
"2894","D-Mannose","SORT1"
"2895","D-Mannose","GABBR2"
"2896","D-Mannose","ENPP2"
"2897","D-Mannose","CHRNA1"
"2898","D-Mannose","ITGAV"
"2899","D-Mannose","TRPV4"
"2900","D-Mannose","CDH1"
"2901","D-Mannose","NEO1"
"2902","D-Mannose","ITGA2B"
"2903","D-Mannose","GRIK2"
"2904","D-Mannose","GRIK5"
"2905","D-Mannose","SCARF1"
"2906","D-Mannose","LIFR"
"2907","D-Mannose","SELP"
"2908","D-Mannose","KDR"
"2909","D-Mannose","CDH15"
"2910","D-Mannose","CDH3"
"2911","D-Mannose","NECTIN1"
"2912","D-Mannose","FCER2"
"2913","D-Mannose","CD80"
"2914","D-Mannose","GRIA2"
"2915","D-Mannose","SCARB2"
"2916","D-Mannose","NPR3"
"2917","D-Mannose","NRP1"
"2918","D-Mannose","NRXN2"
"2919","D-Mannose","ABCB1"
"2920","D-Mannose","LGR5"
"2921","D-Mannose","ITGB7"
"2922","D-Mannose","IGF1R"
"2923","D-Mannose","ITGAX"
"2924","D-Mannose","CDH2"
"2925","D-Mannose","ERBB2"
"2926","D-Mannose","IL22RA1"
"2927","D-Mannose","FCGR2A"
"2928","D-Mannose","GFRA3"
"2929","D-Mannose","EGFR"
"2930","D-Mannose","NLGN4X"
"2931","D-Mannose","LRRC4C"
"2932","D-Mannose","GRIA4"
"2933","D-Mannose","CXADR"
"2934","D-Mannose","CSF1R"
"2935","D-Mannose","PPARG"
"2936","D-Mannose","KIT"
"2937","D-Mannose","ITGA5"
"2938","D-Mannose","FCGR3A"
"2939","D-Mannose","FCGR3B"
"2940","D-Mannose","PLXNB1"
"2941","D-Mannose","MST1R"
"2942","D-Mannose","ERAP1"
"2943","D-Mannose","TLR3"
"2944","D-Mannose","TSHR"
"2945","D-Mannose","FOLR2"
"2946","D-Mannose","GABRB3"
"2947","D-Mannose","ANPEP"
"2948","D-Mannose","ITGB2"
"2949","D-Mannose","ITGB1"
"2950","D-Mannose","INSR"
"2951","D-Mannose","CTLA4"
"2952","D-Mannose","NLGN2"
"2953","D-Mannose","CD36"
"2954","D-Mannose","CD46"
"2955","D-Mannose","CLEC4M"
"2956","D-Mannose","CD276"
"2957","D-Mannose","IL17RA"
"2958","D-Mannose","SIGLEC7"
"2959","D-Mannose","IFNLR1"
"2960","D-Mannose","IL3RA"
"2961","D-Mannose","GP1BA"
"2962","D-Mannose","PTPRM"
"2963","D-Mannose","SELE"
"2964","D-Mannose","F3"
"2965","D-Mannose","IL21R"
"2966","D-Mannose","NRXN3"
"2967","D-Mannose","COLEC11"
"2968","D-Mannose","PLAUR"
"2969","D-Mannose","HLA-DQA1"
"2970","D-Mannose","ACVR2B"
"2971","D-Mannose","SIGLEC1"
"2972","D-Mannose","LINGO1"
"2973","D-Mannose","FCAR"
"2974","D-Mannose","HTR3A"
"2975","D-Mannose","JAML"
"2976","D-Mannose","IGF2R"
"2977","D-Mannose","ENPP3"
"2978","D-Mannose","EPHA2"
"2979","D-Mannose","FCGR2B"
"2980","D-Mannose","NLGN3"
"2981","D-Mannose","HLA-DRB1"
"2982","D-Mannose","TFRC"
"2983","D-Mannose","DPP4"
"2984","D-Mannose","ENPP1"
"2985","D-Mannose","NLGN1"
"2986","D-Mannose","FZD5"
"2987","D-Mannose","PLXNA2"
"2988","D-Mannose","FCER1A"
"2989","D-Mannose","CD1A"
"2990","D-Mannose","CD1B"
"2991","D-Mannose","CD1D"
"2992","D-Mannose","IL6R"
"2993","D-Mannose","FCGR1A"
"2994","D-Mannose","VTCN1"
"2995","D-Mannose","CD2"
"2996","D-Mannose","AMIGO1"
"2997","D-Mannose","TNFRSF6B"
"2998","D-Mannose","NTNG1"
"2999","D-Mannose","GRIN1"
"3000","D-Mannose","DPP7"
"3001","D-Mannose","TLR4"
"3002","D-Mannose","IL2RG"
"3003","D-Mannose","FZD8"
"3004","D-Mannose","GABBR1"
"3005","D-Mannose","DPP6"
"3006","D-Mannose","CUBN"
"3007","D-Mannose","IL2RA"
"3008","D-Mannose","ZP3"
"3009","D-Mannose","ITGA4"
"3010","D-Mannose","HLA-DQB1"
"3011","D-Mannose","COLEC12"
"3012","D-Mannose","CSF2RB"
"3013","D-Mannose","FSHR"
"3014","D-Mannose","NRXN1"
"3015","D-Mannose","CD207"
"3016","D-Mannose","DCC"
"3017","D-Mannose","CSF2RA"
"3018","D-Mannose","CLEC2A"
"3019","D-Mannose","ERAP2"
"3020","D-Mannose","PVR"
"3021","D-Mannose","NECTIN3"
"3022","D-Mannose","IGLL5"
"3023","D-Mannose","NTRK1"
"3024","D-Mannose","KLRF2"
"3025","D-Mannose","LDLR"
"3026","Thiocyanate","NR3C1"
"3027","Thiocyanate","ENPP2"
"3028","Thiocyanate","APLP2"
"3029","Thiocyanate","APP"
"3030","Adenine","P2RY1"
"3031","Adenine","ACVR2B"
"3032","Selenomethionine","STX1A"
"3033","Selenomethionine","IL10RA"
"3034","Selenomethionine","IL1RL1"
"3035","Selenomethionine","TRAF2"
"3036","Selenomethionine","SMO"
"3037","Selenomethionine","NR1H2"
"3038","Selenomethionine","RAMP2"
"3039","Selenomethionine","RAMP1"
"3040","Selenomethionine","TLR2"
"3041","Selenomethionine","THBS1"
"3042","Selenomethionine","VIPR2"
"3043","Selenomethionine","CDON"
"3044","Selenomethionine","TYRO3"
"3045","Selenomethionine","GUCY1B3"
"3046","Selenomethionine","NRXN2"
"3047","Selenomethionine","IFNAR1"
"3048","Selenomethionine","TNFRSF10B"
"3049","Selenomethionine","RSPO2"
"3050","Selenomethionine","APP"
"3051","Selenomethionine","PDE6D"
"3052","Selenomethionine","PLXNB1"
"3053","Selenomethionine","HHIP"
"3054","Selenomethionine","ABCE1"
"3055","Selenomethionine","IL1RAPL1"
"3056","Selenomethionine","OLR1"
"3057","Selenomethionine","NR1D2"
"3058","Selenomethionine","CD55"
"3059","Selenomethionine","PLXND1"
"3060","Selenomethionine","SRPRA"
"3061","Selenomethionine","PTPRM"
"3062","Selenomethionine","UNC5B"
"3063","Selenomethionine","NRXN3"
"3064","Selenomethionine","TRADD"
"3065","Selenomethionine","TRPV2"
"3066","Selenomethionine","NBR1"
"3067","Selenomethionine","IFNAR2"
"3068","Selenomethionine","NR4A2"
"3069","Selenomethionine","PGLYRP2"
"3070","Selenomethionine","ITGB1BP1"
"3071","Selenomethionine","BOC"
"3072","Selenomethionine","IGF2R"
"3073","Selenomethionine","ENPP3"
"3074","Selenomethionine","EPHA2"
"3075","Selenomethionine","HLA-DRB1"
"3076","Selenomethionine","MSN"
"3077","Selenomethionine","ENPP1"
"3078","Selenomethionine","TLR1"
"3079","Selenomethionine","NR5A2"
"3080","Selenomethionine","IFNGR1"
"3081","Selenomethionine","NPR2"
"3082","Selenomethionine","DPP7"
"3083","Selenomethionine","GLP1R"
"3084","Selenomethionine","NR5A1"
"3085","Selenomethionine","AR"
"3086","Selenomethionine","CALCRL"
"3087","Selenomethionine","CUL5"
"3088","Selenomethionine","TRPV1"
"3089","Selenomethionine","NRXN1"
"3090","Selenomethionine","CD207"
"3091","Selenomethionine","BCAP31"
"3092","Selenomethionine","GFRA1"
"3093","Selenomethionine","CD44"
"3094","Selenomethionine","UNC5C"
"3095","Selenomethionine","FGFR2"
"3096","Selenomethionine","PTPRG"
"3097","Selenomethionine","RACK1"
"3098","Selenomethionine","GFRA2"
"3099","Selenomethionine","PDE10A"
"3100","N-Acetylneuraminic acid","PILRA"
"3101","N-Acetylneuraminic acid","SELP"
"3102","N-Acetylneuraminic acid","FCGR2A"
"3103","N-Acetylneuraminic acid","CXADR"
"3104","N-Acetylneuraminic acid","SIGLEC7"
"3105","N-Acetylneuraminic acid","SELE"
"3106","N-Acetylneuraminic acid","SIGLEC1"
"3107","N-Acetylneuraminic acid","FCAR"
"3108","N-Acetylneuraminic acid","FCN1"
"3109","N-Acetylneuraminic acid","IGLL5"
"3110","Deoxyuridine triphosphate","P2RY2"
"3111","Nitric oxide","GUCY2F"
"3112","Nitric oxide","CD79A"
"3113","Nitric oxide","GUCY2D"
"3114","Nitric oxide","GUCY2C"
"3115","Nitric oxide","SELP"
"3116","Nitric oxide","GUCY1B3"
"3117","Nitric oxide","ICAM1"
"3118","Nitric oxide","EGFR"
"3119","Nitric oxide","GUCY1A3"
"3120","Nitric oxide","CD28"
"3121","Nitric oxide","F3"
"3122","Nitric oxide","CAV1"
"3123","Nitric oxide","NPR2"
"3124","Nitric oxide","CAV3"
"3125","Nitric oxide","NPR1"
"3126","Nitric oxide","HTR2A"
"3127","Nitric oxide","HLA-DRA"
"3128","Nitric oxide","ESR1"
"3129","Nitric oxide","GUCY1A1"
"3130","Nitric oxide","GUCY1B1"
"3131","Nitric oxide","PPARG"
"3132","Citrulline","GPRC6A"
"3133","Citrulline","ABCA1"
"3134","Citrulline","HLA-B"
"3135","Adenosine","ADORA2A"
"3136","Adenosine","ADORA2B"
"3137","Adenosine","ADORA1"
"3138","Adenosine","ADORA3"
"3139","Adenosine","EGFR"
"3140","Adenosine","ADORA2A;ADORA2B"
"3141","Adenosine","DRD4"
"3142","Adenosine","BDKRB1"
"3143","Adenosine","OPRD1"
"3144","Adenosine","MC3R"
"3145","Adenosine","PTGER2"
"3146","Adenosine","MCHR1"
"3147","Adenosine","GALR3"
"3148","Adenosine","SSTR4"
"3149","Adenosine","NMUR2"
"3150","Adenosine","HRH4"
"3151","Adenosine","APLNR"
"3152","Adenosine","OPRK1"
"3153","Adenosine","SSTR1"
"3154","Adenosine","ACKR3"
"3155","Adenosine","TAAR1"
"3156","Adenosine","ADRA2A"
"3157","Adenosine","MCHR2"
"3158","Adenosine","HTR5A"
"3159","Adenosine","HTR6"
"3160","Adenosine","PTGIR"
"3161","Adenosine","CCR2"
"3162","Adenosine","CCR5"
"3163","Adenosine","SSTR5"
"3164","Adenosine","CCR1"
"3165","Adenosine","OXGR1"
"3166","Adenosine","GALR1"
"3167","Adenosine","MC4R"
"3168","Adenosine","PTGER4"
"3169","Adenosine","PTGDR"
"3170","Adenosine","CXCR6"
"3171","Adenosine","P2RY1"
"3172","Adenosine","ADRB2"
"3173","Adenosine","NMUR1"
"3174","Adenosine","DRD5"
"3175","Adenosine","HTR1E"
"3176","Adenosine","HTR1A"
"3177","Adenosine","MC5R"
"3178","Adenosine","MARCO"
"3179","Adenosine","HTR1F"
"3180","Adenosine","RXFP3"
"3181","Adenosine","GALR2"
"3182","Adenosine","NPBWR1"
"3183","Adenosine","CCR9"
"3184","Adenosine","NPY2R"
"3185","Adenosine","CCR4"
"3186","Adenosine","MC2R"
"3187","Adenosine","F3"
"3188","Adenosine","OPRL1"
"3189","Adenosine","HTR7"
"3190","Adenosine","AVPR2"
"3191","Adenosine","NPY5R"
"3192","Adenosine","HRH3"
"3193","Adenosine","ADRB3"
"3194","Adenosine","RET"
"3195","Adenosine","PTGER3"
"3196","Adenosine","SSTR2"
"3197","Adenosine","LPAR1"
"3198","Adenosine","NPSR1"
"3199","Adenosine","DPP4"
"3200","Adenosine","HTR4"
"3201","Adenosine","NPY1R"
"3202","Adenosine","DRD2"
"3203","Adenosine","RXFP4"
"3204","Adenosine","ADRB1"
"3205","Adenosine","CNR1"
"3206","Adenosine","NPBWR2"
"3207","Adenosine","HTR1B"
"3208","Adenosine","LPAR3"
"3209","Adenosine","AGTR2"
"3210","Adenosine","NPY4R"
"3211","Adenosine","CNR2"
"3212","Adenosine","AR"
"3213","Adenosine","HRH2"
"3214","Adenosine","DRD3"
"3215","Adenosine","LPAR2"
"3216","Adenosine","ADRA2C"
"3217","Adenosine","CXCR4"
"3218","Adenosine","OPRM1"
"3219","Adenosine","CCR3"
"3220","Adenosine","MC1R"
"3221","Putrescine","ADRB1"
"3222","Putrescine","ADRB2"
"3223","Pentadecanoic acid","FFAR1"
"3224","Pentadecanoic acid","NR1I3"
"3225","Pentadecanoic acid","RXRA"
"3226","Dodecanoic acid","PPARG"
"3227","Dodecanoic acid","FFAR1"
"3228","Dodecanoic acid","TLR2"
"3229","Dodecanoic acid","HNF4A"
"3230","Dodecanoic acid","CD55"
"3231","Dodecanoic acid","TLR4"
"3232","Dodecanoic acid","VLDLR"
"3233","Dodecanoic acid","PPARA"
"3234","Myristic acid","PPARG"
"3235","Myristic acid","FFAR1"
"3236","Myristic acid","FFAR4"
"3237","Myristic acid","HNF4A"
"3238","Myristic acid","TLR4"
"3239","Myristic acid","PVR"
"3240","Myristic acid","PPARA"
"3241","4-Hydroxyproline","ITGA1"
"3242","4-Hydroxyproline","ITGA2"
"3243","4-Hydroxyproline","DDR2"
"3244","L-Tyrosine","ERAP1"
"3245","L-Tyrosine","AR"
"3246","L-Tyrosine","ERAP2"
"3247","L-Tyrosine","PVR"
"3248","CDP","P2RY6"
"3249","Guanosine diphosphate","P2RY6"
"3250","Guanosine diphosphate","NGFR"
"3251","Guanosine diphosphate","FZD3"
"3252","Guanosine diphosphate","F2RL3"
"3253","Guanosine diphosphate","PDE6A"
"3254","Guanosine diphosphate","PLXNC1"
"3255","Guanosine diphosphate","PDE6H"
"3256","Guanosine diphosphate","EGFR"
"3257","Guanosine diphosphate","HTR2C"
"3258","Guanosine diphosphate","ADRA2A"
"3259","Guanosine diphosphate","ITGA1"
"3260","Guanosine diphosphate","CSF1R"
"3261","Guanosine diphosphate","PDE6D"
"3262","Guanosine diphosphate","KIT"
"3263","Guanosine diphosphate","PTGIR"
"3264","Guanosine diphosphate","CCR5"
"3265","Guanosine diphosphate","PTGER1"
"3266","Guanosine diphosphate","F2RL2"
"3267","Guanosine diphosphate","FPR1"
"3268","Guanosine diphosphate","ITGB1"
"3269","Guanosine diphosphate","P2RY1"
"3270","Guanosine diphosphate","ADRB2"
"3271","Guanosine diphosphate","S1PR1"
"3272","Guanosine diphosphate","CHRM1"
"3273","Guanosine diphosphate","ADRA1B"
"3274","Guanosine diphosphate","P2RY12"
"3275","Guanosine diphosphate","P2RY2"
"3276","Guanosine diphosphate","DAG1"
"3277","Guanosine diphosphate","F2R"
"3278","Guanosine diphosphate","FZD2"
"3279","Guanosine diphosphate","PDE6G"
"3280","Guanosine diphosphate","AVPR2"
"3281","Guanosine diphosphate","PAQR5"
"3282","Guanosine diphosphate","RPSA"
"3283","Guanosine diphosphate","FZD6"
"3284","Guanosine diphosphate","FZD5"
"3285","Guanosine diphosphate","AGTR2"
"3286","Guanosine diphosphate","GLP1R"
"3287","Guanosine diphosphate","AGRN"
"3288","Guanosine diphosphate","MAG"
"3289","Guanosine diphosphate","FSHR"
"3290","Guanosine diphosphate","ADRA2C"
"3291","Guanosine diphosphate","CXCR4"
"3292","Guanosine diphosphate","DCC"
"3293","Guanosine diphosphate","TBXA2R"
"3294","Guanosine diphosphate","OPRM1"
"3295","Guanosine diphosphate","PDE6B"
"3296","Guanosine diphosphate","NTRK1"
"3297","Guanosine diphosphate","FZD4"
"3298","Guanosine diphosphate","CCR3"
"3299","Uridine 5'-diphosphate","P2RY2"
"3300","Uridine 5'-diphosphate","P2RY6"
"3301","Uridine 5'-diphosphate","P2RY14"
"3302","Uridine 5'-diphosphate","P2RY4"
"3303","Uridine 5'-diphosphate","GPR17"
"3304","Uridine 5'-diphosphate","P2RY10"
"3305","Uridine 5'-diphosphate","BDKRB1"
"3306","Uridine 5'-diphosphate","PROKR2"
"3307","Uridine 5'-diphosphate","MLNR"
"3308","Uridine 5'-diphosphate","P2RX1"
"3309","Uridine 5'-diphosphate","GNRHR"
"3310","Uridine 5'-diphosphate","KISS1R"
"3311","Uridine 5'-diphosphate","GHSR"
"3312","Uridine 5'-diphosphate","MCHR1"
"3313","Uridine 5'-diphosphate","NMUR2"
"3314","Uridine 5'-diphosphate","NMBR"
"3315","Uridine 5'-diphosphate","HTR2B"
"3316","Uridine 5'-diphosphate","P2RX3"
"3317","Uridine 5'-diphosphate","GPR65"
"3318","Uridine 5'-diphosphate","AGTR1"
"3319","Uridine 5'-diphosphate","HTR2C"
"3320","Uridine 5'-diphosphate","NPFFR1"
"3321","Uridine 5'-diphosphate","MCHR2"
"3322","Uridine 5'-diphosphate","PTGER1"
"3323","Uridine 5'-diphosphate","CCKAR"
"3324","Uridine 5'-diphosphate","AVPR1A"
"3325","Uridine 5'-diphosphate","NTSR2"
"3326","Uridine 5'-diphosphate","PROKR1"
"3327","Uridine 5'-diphosphate","P2RY1"
"3328","Uridine 5'-diphosphate","NMUR1"
"3329","Uridine 5'-diphosphate","ADRA1B"
"3330","Uridine 5'-diphosphate","HAS2"
"3331","Uridine 5'-diphosphate","LTB4R"
"3332","Uridine 5'-diphosphate","NPFFR2"
"3333","Uridine 5'-diphosphate","TRHR"
"3334","Uridine 5'-diphosphate","EDNRA"
"3335","Uridine 5'-diphosphate","P2RY13"
"3336","Uridine 5'-diphosphate","UTS2R"
"3337","Uridine 5'-diphosphate","OXTR"
"3338","Uridine 5'-diphosphate","CCKBR"
"3339","Uridine 5'-diphosphate","P2RX4"
"3340","Uridine 5'-diphosphate","P2RX2"
"3341","Uridine 5'-diphosphate","LPAR6"
"3342","Uridine 5'-diphosphate","LPAR1"
"3343","Uridine 5'-diphosphate","NPSR1"
"3344","Uridine 5'-diphosphate","NTSR1"
"3345","Uridine 5'-diphosphate","LPAR3"
"3346","Uridine 5'-diphosphate","PTGFR"
"3347","Uridine 5'-diphosphate","HCRTR2"
"3348","Uridine 5'-diphosphate","CYSLTR1"
"3349","Uridine 5'-diphosphate","HCRTR1"
"3350","Uridine 5'-diphosphate","EDNRB"
"3351","Uridine 5'-diphosphate","HTR2A"
"3352","Uridine 5'-diphosphate","ADRA1A"
"3353","Uridine 5'-diphosphate","ADRA1D"
"3354","Uridine 5'-diphosphate","GRPR"
"3355","Uridine 5'-diphosphate","P2RY8"
"3356","Uridine 5'-diphosphate","QRFPR"
"3357","Uridine 5'-diphosphate","LPAR2"
"3358","Uridine 5'-diphosphate","TBXA2R"
"3359","Uridine 5'-diphosphate","GPR35"
"3360","Uridine 5'-diphosphate","P2RX6"
"3361","Uridine 5'-diphosphate","LTB4R2"
"3362","Uridine triphosphate","P2RY2"
"3363","Uridine triphosphate","P2RY4"
"3364","Uridine triphosphate","P2RY6"
"3365","Uridine triphosphate","P2RY11"
"3366","Uridine triphosphate","P2RY10"
"3367","Uridine triphosphate","P2RX1"
"3368","Uridine triphosphate","P2RX3"
"3369","Uridine triphosphate","P2RY1"
"3370","Uridine triphosphate","P2RY14"
"3371","Uridine triphosphate","P2RY13"
"3372","Uridine triphosphate","P2RX4"
"3373","Uridine triphosphate","P2RX2"
"3374","Uridine triphosphate","LPAR6"
"3375","Uridine triphosphate","P2RY8"
"3376","Uridine triphosphate","GPR35"
"3377","Uridine triphosphate","P2RX6"
"3378","Cytidine triphosphate","P2RY2"
"3379","Adenosine triphosphate","ABCG1"
"3380","Adenosine triphosphate","P2RX3"
"3381","Adenosine triphosphate","P2RX2"
"3382","Adenosine triphosphate","P2RY2"
"3383","Adenosine triphosphate","P2RY11"
"3384","Adenosine triphosphate","P2RY12"
"3385","Adenosine triphosphate","P2RX4"
"3386","Adenosine triphosphate","P2X4"
"3387","Adenosine triphosphate","P2RY4"
"3388","Adenosine triphosphate","P2RY6"
"3389","Adenosine triphosphate","P2RX1"
"3390","Adenosine triphosphate","GPR17"
"3391","Adenosine triphosphate","P2RX7"
"3392","Adenosine triphosphate","P2RY13"
"3393","Adenosine triphosphate","P2RY1"
"3394","Adenosine triphosphate","TRPM4"
"3395","Adenosine triphosphate","CD4"
"3396","Adenosine triphosphate","P2RY10"
"3397","Adenosine triphosphate","NGFR"
"3398","Adenosine triphosphate","ABCC6"
"3399","Adenosine triphosphate","IL2RB"
"3400","Adenosine triphosphate","RIPK3"
"3401","Adenosine triphosphate","CD79A"
"3402","Adenosine triphosphate","P2RX5"
"3403","Adenosine triphosphate","CD38"
"3404","Adenosine triphosphate","PANX1"
"3405","Adenosine triphosphate","GHR"
"3406","Adenosine triphosphate","HBEGF"
"3407","Adenosine triphosphate","ACVR2A"
"3408","Adenosine triphosphate","ACVR1C"
"3409","Adenosine triphosphate","TRAF2"
"3410","Adenosine triphosphate","GUCY2D"
"3411","Adenosine triphosphate","PDGFRA"
"3412","Adenosine triphosphate","KLB"
"3413","Adenosine triphosphate","AMHR2"
"3414","Adenosine triphosphate","CFC1"
"3415","Adenosine triphosphate","FRS3"
"3416","Adenosine triphosphate","RIPK1"
"3417","Adenosine triphosphate","ABCC9"
"3418","Adenosine triphosphate","LRP6"
"3419","Adenosine triphosphate","TRPV4"
"3420","Adenosine triphosphate","PDGFRB"
"3421","Adenosine triphosphate","ITGA2B"
"3422","Adenosine triphosphate","TYROBP"
"3423","Adenosine triphosphate","ACVR1"
"3424","Adenosine triphosphate","ABCB11"
"3425","Adenosine triphosphate","GPC1"
"3426","Adenosine triphosphate","BMPR1B"
"3427","Adenosine triphosphate","ABCB6"
"3428","Adenosine triphosphate","NRP1"
"3429","Adenosine triphosphate","ABCB4"
"3430","Adenosine triphosphate","ABCB1"
"3431","Adenosine triphosphate","IDE"
"3432","Adenosine triphosphate","IGF1R"
"3433","Adenosine triphosphate","CDH2"
"3434","Adenosine triphosphate","ERBB2"
"3435","Adenosine triphosphate","IFNAR1"
"3436","Adenosine triphosphate","FCGR2A"
"3437","Adenosine triphosphate","EGFR"
"3438","Adenosine triphosphate","NOTCH1"
"3439","Adenosine triphosphate","GJA1"
"3440","Adenosine triphosphate","ITGA1"
"3441","Adenosine triphosphate","ABCC3"
"3442","Adenosine triphosphate","FZD1"
"3443","Adenosine triphosphate","KIT"
"3444","Adenosine triphosphate","FCER1G"
"3445","Adenosine triphosphate","IFNGR2"
"3446","Adenosine triphosphate","FGFR4"
"3447","Adenosine triphosphate","TDGF1"
"3448","Adenosine triphosphate","ITGB5"
"3449","Adenosine triphosphate","PLXNB1"
"3450","Adenosine triphosphate","ABCE1"
"3451","Adenosine triphosphate","TLR3"
"3452","Adenosine triphosphate","RXFP2"
"3453","Adenosine triphosphate","CD3D"
"3454","Adenosine triphosphate","RXFP1"
"3455","Adenosine triphosphate","INSR"
"3456","Adenosine triphosphate","IL7R"
"3457","Adenosine triphosphate","P2RY14"
"3458","Adenosine triphosphate","MET"
"3459","Adenosine triphosphate","NCAM1"
"3460","Adenosine triphosphate","TRPM7"
"3461","Adenosine triphosphate","PLXNA4"
"3462","Adenosine triphosphate","FZD2"
"3463","Adenosine triphosphate","CD28"
