,Compounds,GEM_id,HMDB_id,Cell_Compartment,Synthetic_genes,Transporter_genes,Transporter_genes_in,Receptor_genes,Synonyms,Synthetic_genes_lv2,precursor_transport
201,Maltotetraose,MAM02451,HMDB0001296,"c,e","Amy1,Lyzl1",,,Scarf1,"Maltotetraose,(3R,4R,5S,6R)-5-{[(2R,3R,4R,5S,6R)-5-{[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-6-(hydroxymethyl)oxane-2,3,4-triol,alpha-D-Gluco-hexopyranosyl-(1->4)-alpha-D-gluco-hexopyranosyl-(1->4)-alpha-D-gluco-hexopyranosyl-(1->4)-D-gluco-hexopyranose,Amylotetraose,D-Maltotetraose,O-alpha-D-Glucopyranosyl-(1->4)-O-alpha-D-glucopyranosyl-(1->4)-O-alpha-D-glucopyranosyl-(1->4)-D-glucose,WURCS=2.0/2,4,3/[a2122h-1x_1-5][a2122h-1a_1-5]/1-2-2-2/a4-b1_b4-c1_c4-D1,a-D-Gluco-hexopyranosyl-(1->4)-a-D-gluco-hexopyranosyl-(1->4)-a-D-gluco-hexopyranosyl-(1->4)-D-gluco-hexopyranose,Α-D-gluco-hexopyranosyl-(1->4)-α-D-gluco-hexopyranosyl-(1->4)-α-D-gluco-hexopyranosyl-(1->4)-D-gluco-hexopyranose,O-a-D-Glucopyranosyl-(1->4)-O-a-D-glucopyranosyl-(1->4)-O-a-D-glucopyranosyl-(1->4)-D-glucose,O-Α-D-glucopyranosyl-(1->4)-O-α-D-glucopyranosyl-(1->4)-O-α-D-glucopyranosyl-(1->4)-D-glucose,alpha-1,4-Tetraglucose,O-alpha-D-Glucopyranosyl-(1-4)-O-alpha-D-glucopyranosyl-(1-4)-O-alpha-D-glucopyranosyl-(1-4)-D-glucose,O-alpha-D-Glucopyranosyl-(1->4)-O(4xi)-alpha-D-xylo-hexopyranosyl-(1->4)-O-alpha-D-glucopyranosyl-(1->4)-D-glucose,O-alpha-D-Glucopyranosyl-(1.4)-O-alpha-D-glucopyranosyl-(1.4)-O-alpha-D-glucopyranosyl-(1.4)-D-glucose,O-alpha-delta-Glucopyranosyl-(1-4)-O-alpha-delta-glucopyranosyl-(1-4)-O-alpha-delta-glucopyranosyl-(1-4)-delta-glucose,O-alpha-delta-Glucopyranosyl-(1->4)-O(4xi)-alpha-delta-xylo-hexopyranosyl-(1->4)-O-alpha-delta-glucopyranosyl-(1->4)-delta-glucose,O-alpha-delta-Glucopyranosyl-(1.4)-O-alpha-delta-glucopyranosyl-(1.4)-O-alpha-delta-glucopyranosyl-(1.4)-delta-glucose",,
149,D-Fructose,MAM01840,HMDB0000660,"c,e","Amy1,Lyzl1,Sord","Slc2a2,Slc2a5,Slc2a7,Slc2a8,Slc2a9",,Nr2f1,"D-Fructose,(2R,3S,4S,5R)-2,5-bis(hydroxymethyl)oxolane-2,3,4-triol,fructose,beta-D-Arabino-hexulose,beta-D-Fructose,beta-Fruit sugar,beta-Levulose,FRUCTOSE,b-D-Arabino-hexulose,Β-D-arabino-hexulose,b-D-Fructose,Β-D-fructose,b-Fruit sugar,Β-fruit sugar,b-Levulose,Β-levulose,beta-D-Fructofuranose,beta-delta-Arabino-hexulose,beta-delta-Fructofuranose,beta-delta-Fructose,D-(-)-Fructose,delta-(-)-Fructose,delta-Fructose,FRU,Fructon,Levulose,Braun brand OF fructose,Fleboplast levulosa,Fresenius kabi brand OF fructose,Instituto farmacologico brand OF fructose,Levulosa,Levulosa ife,Grifols brand OF fructose,Levulosa baxter,Levulosado braun,Ern brand OF fructose,Levulosa grifols,Levulosa mein,Levulosado vitulia,Apir levulosa,Baxter brand OF fructose,Bieffe brand OF fructose,Levulosa braun,Levulosa ibys,Levulosa, apir,Levulosa, fleboplast,Levulosado bieffe medit,Plast apyr levulosa mein",,
20,Gentisic acid,MAM00576,HMDB0000152,"c,e",Aox1,,,App,"Gentisic acid,2,5-dihydroxybenzoic acid,2,5-Dihydroxybenzoate,5-Hydroxysalicylic acid,Gentisate,Hydroquinonecarboxylic acid,2,5-Dihydroxybenzoic acid,5-Hydroxysalicylate,Hydroquinonecarboxylate,2,5-Dioxybenzoate,2,5-Dioxybenzoic acid,3,6-Dihydroxybenzoate,3,6-Dihydroxybenzoic acid,5-Hydroxy-salicylate,5-Hydroxy-salicylic acid,Carboxyhydroquinone,Dihydroxybenzoicacid,Gensigen,Gensigon,Gentisinate,Gentisinic acid,2,5-Dihydroxybenzoic acid, monosodium salt,Lithium 2,5-dihydroxybenzoate,Hydroquinone carboxylic acid",,
226,Ornithine,MAM02658,HMDB0000214,"c,m,e","Arg1,Arg2,Oat",,Slc7a6,"Gprc6a,P2ry10,Bdkrb1,Prokr2,NA,Gnrhr,Kiss1r,Ghsr,Ffar2,Ffar1,F2rl3,Mchr1,Nmur2,Chrm3,Anxa1,Nmbr,Htr2b,Gpr65,Gpr17,Agtr1a,Htr2c,Npffr1,NA,Cysltr2,Grm1,App,Ptger1,Cckar,F2rl2,F2rl1,Avpr1a,Ptafr,Tacr3,Tacr1,Ntsr2,Prokr1,P2ry1,Nmur1,Grm5,Chrm1,Adra1b,Ltb4r1,Npffr2,P2ry6,Trhr,P2ry2,Xcr1,Ednra,Gpr4,F2r,Uts2r,Oxtr,Lpar5,Ffar3,Gpr132,Cckbr,Fpr2,Lpar6,Lpar1,Npsr1,Ntsr1,Lpar3,Ptgfr,Hcrtr2,Cysltr1,Tacr2,Hcrtr1,Ednrb,Htr2a,Adra1a,Adra1d,Grpr,Chrm5,Qrfpr,Hrh1,Gcgr,Lpar2,Tbxa2r,Casr,Ltb4r2,Gpr68","Ornithine,(2S)-2,5-diaminopentanoic acid,ornithine,(S)-2,5-Diaminopentanoate,(S)-2,5-Diaminopentanoic acid,(S)-2,5-Diaminovaleric acid,(S)-alpha,delta-Diaminovaleric acid,(S)-Ornithine,(S)-2,5-Diaminovalerate,(S)-a,delta-Diaminovalerate,(S)-a,delta-Diaminovaleric acid,(S)-alpha,delta-Diaminovalerate,(S)-Α,δ-diaminovalerate,(S)-Α,δ-diaminovaleric acid,(S)-a,Δ-diaminovalerate,(S)-a,Δ-diaminovaleric acid,(+)-S-Ornithine,(S)-a,D-Diaminovalerate,(S)-a,D-Diaminovaleric acid,5-Amino-L-norvaline,L-(-)-Ornithine,L-Ornithine,2,5-Diaminopentanoic acid,Ornithine dihydrochloride, (L)-isomer,Ornithine hydrochloride, (D)-isomer,Ornithine, (D)-isomer,Ornithine, (L)-isomer,2,5 Diaminopentanoic acid,Ornithine monoacetate, (L)-isomer,Ornithine monohydrochloride, (D)-isomer,Ornithine monohydrochloride, (DL)-isomer,Ornithine phosphate (1:1), (L)-isomer,Ornithine sulfate (1:1), (L)-isomer,Ornithine hydrochloride, (DL)-isomer,Ornithine hydrochloride, (L)-isomer,Ornithine monohydrobromide, (L)-isomer,Ornithine, (DL)-isomer","Ass1,Asl","Slc3a2,Slc7a5,Slc7a6,Slc7a7,(Slc3a2 and Slc7a6),(Slc3a2 and Slc7a7)"
53,5-Methoxyindoleacetate,MAM01112,HMDB0004096,c,Asmt,,,Pparg,"5-Methoxyindoleacetate,2-(5-methoxy-1H-indol-3-yl)acetic acid,5-methoxyindole-3-acetic acid,2-(5-Methoxy-1H-indol-3-yl)ethanoic acid,2-(5-Methoxyindole-3-yl)acetic acid,5-Methoxyindol-3-ylacetic acid,5-Methoxyindoleacetic acid,2-(5-Methoxy-1H-indol-3-yl)ethanoate,2-(5-Methoxyindole-3-yl)acetate,5-Methoxyindol-3-ylacetate,5-Methoxyindole-3-acetate,5-Methoxyindole-3-acetic acid,Methoxyindoleacetate,Methoxyindoleacetic acid,5-Methoxy-1H-indole-3-acetic acid,(5-Methoxy-1H-indol-3-yl)acetic acid,2-(5-Methoxy-1H-indol-3-yl)acetic acid,2-(5-Methoxy-3-indolyl)acetic acid,5-Methoxy-3-indoleacetic acid,5-Methoxy-3-indolylacetic acid,5-Methoxy-IAA,5-Methyloxyindole-3-acetic acid,5-MIAA",,
203,Melatonin,MAM02460,HMDB0001389,"c,e",Asmt,,,"Mtnr1a,Mtnr1b,Htr2b,Htr2c,Mtnr1a and Mtnr1b,Abcc4,Abcc3,Esr1,Rorb,Drd4,Bdkrb1,Gpr50,Grm6,Oprd1,NA,Tas2r114,Tas2r130,NA,S1pr4,Ccr7,Tas2r137,Tas2r108,NA,Mchr1,Galr3,Tas2r118,Sstr4,Nmur2,Hrh4,Aplnr,Anxa1,Adam10,Ppara,Oprk1,Sstr1,Erbb2,Gpr17,Ackr3,Adra2a,NA,Flt1,Gja1,App,Htr5a,Cxcr5,Ccr2,Ccr5,Sstr5,Cxcr1,Ccr1,Gper1,Tshr,Oxgr1,Galr1,C3ar1,Fpr1,Cxcr6,S1pr1,Nmur1,P2ry12,NA,P2ry14,Adora1,Htr1a,Cxcr2,Chrm2,P2ry13,Htr1f,Oxtr,Ccr8,Tas2r135,Lpar5,S1pr5,Rxfp3,Galr2,Npbwr1,Ccr10,Ccr9,Npy2r,Ccr4,Ptgdr2,Tas2r131,Oprl1,Npy5r,Ccr6,Fpr2,NA,Hrh3,Gpr18,Grm8,C5ar1,Ocln,Ptger3,Sstr2,Grm7,S1pr3,Lpar1,Npy1r,Drd2,Sucnr1,Grm3,Rxfp4,Cnr1,NA,Htr1b,Lpar3,Agtr2,Cxcr3,Grm4,Npy4r,Cnr2,P2ry4,NA,Htr2a,Tas2r119,Drd3,Hcar2,NA,Tas2r136,Tas2r121,Gpr55,Gpc3,Grm2,Lpar2,Adra2c,Tas2r126,Tas2r144,Cxcr4,Oprm1,Tas2r139,Chrm4,Casr,NA,NA,Tas2r120,NA,Ccr3,NA,Tas2r140,NA,Tas2r138,S1pr2","Melatonin,5-Methoxy-N-acetyltryptamine,Melatonine,N-[2-(5-Methoxyindol-3-yl)ethyl]acetamide,N-Acetyl-5-methoxytryptamine,Melatonina,Circadin,Melatol,Melatonin (synth.) standard-grade,Melatonin (synth.) ultra-pure,Melovine,MT6,N-(2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide,N-(2-(5-Methoxyindol-3-yl)ethyl)-acetamide,N-(2-(5-Methoxyindol-3-yl)ethyl)acetamide,N-Acetyl-5-methoxy-tryptamine,N-Acetyl-5-methoxy-tryptamine melatonine,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl)acetamide,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]-acetamide,N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]acetamide,N-[2-(5-Methoxyindol-3-yl)ethyl]-acetamide,Regulin,{N-[2-(5-methoxy-1H-indol-3-yl)ethyl]-} acetamide,{N-[2-(5-methoxyindol-3-yl)ethyl]-} acetamide,3-(2-Acetamidoethyl)-5-methoxyindole",,
83,L-Asparagine,MAM01369,HMDB0000168,"c,l,m,e","Asns,Alb,Ctsa,Ctsb,Ctsc,Ctsd,Ctse,Ctsf,Ctsg,Ctsh,Ctsk,Ctsl,Ctso,Ctss,Ctsw,Ctsz,Lgmn,Tpp1,Hacd1,Hacd2",,"Slc7a5,Abca1,Slc7a6,Slc1a5,Slc1a4,Slc3a1 and Slc7a6 and Slc7a9",Pvr,"L-Asparagine,(2S)-2-amino-3-carbamoylpropanoic acid,L-asparagine,(2S)-2,4-Diamino-4-oxobutanoic acid,(2S)-2-Amino-3-carbamoylpropanoic acid,(S)-2-Amino-3-carbamoylpropanoic acid,(S)-Asparagine,2-Aminosuccinamic acid,alpha-Aminosuccinamic acid,Asn,ASPARAGINE,Aspartamic acid,L-2-Aminosuccinamic acid,L-Asparagin,L-Aspartic acid beta-amide,N,(2S)-2,4-Diamino-4-oxobutanoate,(2S)-2-Amino-3-carbamoylpropanoate,(S)-2-Amino-3-carbamoylpropanoate,2-Aminosuccinamate,a-Aminosuccinamate,a-Aminosuccinamic acid,alpha-Aminosuccinamate,Α-aminosuccinamate,Α-aminosuccinamic acid,Aspartamate,L-2-Aminosuccinamate,L-Aspartate b-amide,L-Aspartate beta-amide,L-Aspartate β-amide,L-Aspartic acid b-amide,L-Aspartic acid β-amide,(-)-Asparagine,(S)-2,4-Diamino-4-oxobutanoate,(S)-2,4-Diamino-4-oxobutanoic acid,Agedoite,alpha Amminosuccinamate,alpha Amminosuccinamic acid,Altheine,Asparagine acid,Asparamide,Aspartic acid amide,Aspartic acid b-amide,Aspartic acid beta amide,b2,4-(S)-Diamino-4-oxo-utanoate,b2,4-(S)-Diamino-4-oxo-utanoic acid,Crystal VI,L-2,4-Diamino-4-oxobutanoate,L-2,4-Diamino-4-oxobutanoic acid,L-Aspartamine,L-b-Asparagine,L-beta-Asparagine",,
84,L-Aspartic acid,MAM01370,HMDB0000191,"c,l,m,e","Aspg,Asrgl1,Acy3,Aspa,Got2,Alb,Ctsa,Ctsb,Ctsc,Ctsd,Ctse,Ctsf,Ctsg,Ctsh,Ctsk,Ctsl,Ctso,Ctss,Ctsw,Ctsz,Lgmn,Tpp1,Hacd1,Hacd2,Aga",,,"Grm6,Grin3b,Grik2,Grik5,Grin2d,Aplp2,Gria2,Enpep,Grid2,Gria4,Grm1,App,Gria1,Grin2c,Grm5,Grid1,Cntn2,Grin2a,Grm8,Grm7,Grin3a,Grm3,Grin1,Grik3,Grm4,Grm2,Grik1,Pvr,Grik4","L-Aspartic acid,(2S)-2-aminobutanedioic acid,L-aspartic acid,(S)-2-Aminobutanedioic acid,(S)-2-Aminosuccinic acid,2-Aminosuccinic acid,Asp,ASPARTIC ACID,D,L-Asparaginsaeure,L-Asp,(S)-2-Aminobutanedioate,(S)-2-Aminosuccinate,2-Aminosuccinate,ASPARTate,L-Aspartate,(+)-Aspartate,(+)-Aspartic acid,(2S)-Aspartate,(2S)-Aspartic acid,(L)-Aspartate,(L)-Aspartic acid,(R)-2-Aminosuccinate,(S)-(+)-Aspartate,(S)-(+)-Aspartic acid,(S)-Amino-butanedioate,(S)-Amino-butanedioic acid,(S)-Aminobutanedioate,(S)-Aminobutanedioic acid,(S)-Aspartate,(S)-Aspartic acid,2-Amino-3-methylsuccinate,2-Amino-3-methylsuccinic acid,alpha-Aminosuccinate,alpha-Aminosuccinic acid,Aminosuccinate,Asparagate,Asparagic acid,Asparaginate,Asparaginic acid,Asparatate,H-Asp-OH,L-(+)-Aspartate,L-(+)-Aspartic acid,L-Aminosuccinate,L-Aminosuccinic acid,L-Asparagate,L-Asparagic acid,L-Asparaginate,L-Asparaginic acid,(+-)-Aspartic acid,(R,S)-Aspartic acid,Aspartate, disodium,Aspartate, magnesium,Aspartate, monopotassium,Aspartic acid, dipotassium salt,Aspartic acid, hydrobromide,Aspartic acid, monopotassium salt,Aspartic acid, monosodium salt,Aspartic acid, potassium salt,L Aspartate,MG5Longoral,Potassium aspartate,Polysuccinimide,Ammonium aspartate,Aspartate, ammonium,Aspartate, calcium,Aspartate, monosodium,Aspartic acid, calcium salt,Aspartic acid, disodium salt,Aspartic acid, magnesium (1:1) salt, hydrochloride, trihydrate,Dipotassium aspartate,Disodium aspartate,Hydrochloride, aspartate magnesium,Monopotassium aspartate,Sodium aspartate,Aspartate, dipotassium,Aspartic acid, magnesium (2:1) salt,Aspartic acid, sodium salt,Hydrobromide aspartic acid,Magnesium aspartate,MG 5 Longoral,Monosodium aspartate,Aspartate magnesium hydrochloride,Aspartate, potassium,Aspartate, sodium,Aspartic acid, ammonium salt,Aspartic acid, hydrochloride,Aspartic acid, magnesium-potassium (2:1:2) salt,Calcium aspartate,Hydrochloride aspartic acid,L Aspartic acid,Magnesiocard,MG-5-Longoral,Poly-DL-succinimide",,
81,L-Arginine,MAM01365,HMDB0000517,"c,l,m,e","Ass1,Asl",,"Slc3a2,Slc7a5,Slc7a6,Slc7a7,(Slc3a2 and Slc7a6),(Slc3a2 and Slc7a7)","Gprc6a,P2ry10,Bdkrb1,Prokr2,NA,Gnrhr,Kiss1r,Ghsr,Ffar2,Ffar1,F2rl3,Mchr1,Nmur2,Chrm3,Anxa1,Nmbr,Htr2b,Enpep,Gpr65,Gpr17,Agtr1a,Htr2c,Npffr1,NA,Cysltr2,Grm1,App,Ptger1,Cckar,F2rl2,F2rl1,Erap1,Avpr1a,Ptafr,Tacr3,Tacr1,Ntsr2,Prokr1,P2ry1,Nmur1,Grm5,Chrm1,Adra1b,Ltb4r1,Npffr2,P2ry6,Trhr,P2ry2,Xcr1,Ednra,Gpr4,F2r,Uts2r,Oxtr,Lpar5,Ffar3,Gpr132,Cckbr,Fpr2,Lpar6,Lpar1,Npsr1,Ntsr1,Lpar3,Ptgfr,Hcrtr2,Cysltr1,Tacr2,Hcrtr1,Ednrb,Htr2a,Adra1a,Adra1d,Grpr,Chrm5,Qrfpr,Hrh1,Gcgr,Lpar2,Tbxa2r,NA,Pvr,Casr,Ltb4r2,Gpr68","L-Arginine,(2S)-2-amino-5-carbamimidamidopentanoic acid,L-arginine,(2S)-2-Amino-5-(carbamimidamido)pentanoic acid,(2S)-2-Amino-5-guanidinopentanoic acid,(S)-2-Amino-5-guanidinopentanoic acid,(S)-2-Amino-5-guanidinovaleric acid,Arg,Arginine,L-(+)-Arginine,L-Arg,L-Arginin,R,(2S)-2-Amino-5-(carbamimidamido)pentanoate,(2S)-2-Amino-5-guanidinopentanoate,(S)-2-Amino-5-guanidinopentanoate,(S)-2-Amino-5-guanidinovalerate,(S)-2-Amino-5-[(aminoiminomethyl)amino]-pentanoate,(S)-2-Amino-5-[(aminoiminomethyl)amino]-pentanoic acid,(S)-2-Amino-5-[(aminoiminomethyl)amino]pentanoate,(S)-2-Amino-5-[(aminoiminomethyl)amino]pentanoic acid,2-Amino-5-guanidinovalerate,2-Amino-5-guanidinovaleric acid,5-[(Aminoiminomethyl)amino]-L-norvaline,L-a-Amino-D-guanidinovalerate,L-a-Amino-D-guanidinovaleric acid,L-alpha-Amino-delta-guanidinovalerate,L-alpha-Amino-delta-guanidinovaleric acid,N5-(Aminoiminomethyl)-L-ornithine,DL-Arginine acetate, monohydrate,L-Isomer arginine,Monohydrate DL-arginine acetate,L Arginine,Arginine, L isomer,Arginine, L-isomer,Hydrochloride, arginine,Arginine hydrochloride,DL Arginine acetate, monohydrate","Nos1,Nos2,Nos3,Ddah1,Ddah2","Slc7a5,Slc7a6,Slc7a9"
71,Agmatine,MAM01303,HMDB0001432,"c,m,e",Azin2,Slc22a2,,"Grin1,Asic3,Chrna1,Nisch,Adra2c","Agmatine,N-(4-aminobutyl)guanidine,agmatine,(4-Aminobutyl) guanidine,(4-Aminobutyl)guanidine,N-(4-Aminobutyl)guanidine,(4-Aminobutyl)-guanidine,1-(4-Aminobutyl)guanidine,1-Amino-4-guanidinobutane,1-Amino-4-guanidobutane,4-Guanidino-1-butanamine,Agmatinium,Argmatine,N-(Aminoiminomethyl)-1,4-butanediamine,N-4-Aminobutylguanidine,1 Amino 4 guanidinobutane,4-(Aminobutyl)guanidine",,
186,Alpha-Lactose,MAM02332,HMDB0000186,"c,g,l,e","B4galt1,B4galt2,Lalba",,,"Sell,Avpr1a,Crhr2,Cd207","Alpha-Lactose,(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-{[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy}oxane-3,4,5-triol,α-lactose,1-beta-D-Galactopyranosyl-4-alpha-D-glucopyranose,4-O-beta-D-Galactopyranosyl-alpha-D-glucopyranose,Anhydrous lactose,beta-D-Galp-(1->4)-alpha-D-GLCP,Lactose,Milk sugar,1-b-D-Galactopyranosyl-4-a-D-glucopyranose,1-Β-D-galactopyranosyl-4-α-D-glucopyranose,4-O-b-D-Galactopyranosyl-a-D-glucopyranose,4-O-Β-D-galactopyranosyl-α-D-glucopyranose,b-D-Galp-(1->4)-a-D-GLCP,Β-D-galp-(1->4)-α-D-GLCP,a-Lactose,Α-lactose,(+)-Lactose,1-beta-delta-Galactopyranosyl-4-alpha-delta-glucopyranose,4-O-Hexopyranosylhexose,Aletobiose,Dilactose,Fast-flo lactose,Flowlac 100,Galactinum,GLC-(4-1)Gal,Granulac 140m,Lactin,Lactin (carbohydrate),Lactobiose,Lactohale 300,Lactose anhydride,Lactose fast-flo,Osmolactan,Pharmatosa DCL 21,Pharmatose 21,Pharmatose 325m,Pharmatose DCL 15,Prismalac,Respitose ML 003,Respitose SV 003,Saccharum lactin,Sachelac,Sorbalac 400,Sorbolac 400,Spherolac,Super-tab,Tablettose,Tablettose 70,Tablettose 80,Zeparox ep,Lactose, anhydrous",,
188,L-Carnitine,MAM02348,HMDB0000062,"c,m,x,r,e","Bbox1,Cpt2,Crat","Slc22a4,Slc22a5",Slc22a4,"Pparg,Igfbp3,App","L-Carnitine,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,L-carnitine,(-)-Carnitine,(-)-L-Carnitine,3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt,Carnicor,Carnitene,Carnitine,Carnitor,Karnitin,Levocarnitine,Vitamin BT,L-gamma-Trimethyl-beta-hydroxybutyrobetaine,(R)-Carnitine,L-g-Trimethyl-b-hydroxybutyrobetaine,L-Γ-trimethyl-β-hydroxybutyrobetaine,(-)-(R)-3-Hydroxy-4-(trimethylammonio)butyrate,(R)-(3-Carboxy-2-hydroxypropyl)trimethylammonium hydroxide,(S)-Carnitine,1-Carnitine,3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium,3-Hydroxy-4-trimethylammoniobutanoate,3-Hydroxy-4-trimethylammoniobutanoic acid,Bicarnesine,Carniking,Carniking 50,Carnilean,Carnipass,Carnipass 20,D-Carnitine,delta-Carnitine,DL-Carnitine,gamma-Trimethyl-ammonium-beta-hydroxybutirate,gamma-Trimethyl-beta-hydroxybutyrobetaine,gamma-Trimethyl-hydroxybutyrobetaine,L-(-)-Carnitine,Levocarnitina,Levocarnitinum,R-(-)-3-Hydroxy-4-trimethylaminobutyrate,L Carnitine",,
2,3-Hydroxybutyric acid,MAM00157,HMDB0000011,"c,m,e","Bdh2,Bdh1","Slc16a5,Slc16a1,Slc16a6,Slc16a8,Slc16a7,Slc16a4,Slc16a3","Slc16a1,Slc16a3,Slc16a4,Slc16a5,Slc16a6,Slc16a7,Slc16a8","Drd4,Bdkrb1,Grm6,Oprd1,NA,Tas2r114,Tas2r130,NA,S1pr4,Ccr7,Tas2r137,Tas2r108,NA,Mchr1,Galr3,Tas2r118,Sstr4,Nmur2,Hrh4,Mtnr1b,Aplnr,Anxa1,Oprk1,Sstr1,Gpr17,Ackr3,Adra2a,NA,App,Htr5a,Cxcr5,Ccr2,Ccr5,Sstr5,Cxcr1,Ccr1,Gper1,Oxgr1,Galr1,C3ar1,Fpr1,Mtnr1a,Cxcr6,S1pr1,Nmur1,P2ry12,NA,P2ry14,Adora1,Htr1a,Cxcr2,Chrm2,P2ry13,Htr1f,Ccr8,Tas2r135,Lpar5,S1pr5,Rxfp3,Galr2,Npbwr1,Ccr10,Ccr9,Npy2r,Ccr4,Ptgdr2,Tas2r131,Oprl1,Npy5r,Ccr6,Fpr2,NA,Hrh3,Gpr18,Grm8,C5ar1,Ptger3,Sstr2,Grm7,S1pr3,Lpar1,Npy1r,Drd2,Sucnr1,Grm3,Rxfp4,Cnr1,NA,Htr1b,Lpar3,Agtr2,Cxcr3,Grm4,Npy4r,Cnr2,P2ry4,NA,Tas2r119,Drd3,Hcar2,NA,Tas2r136,Tas2r121,Gpr55,Grm2,Lpar2,Adra2c,Tas2r126,Tas2r144,Cxcr4,Oprm1,Tas2r139,Chrm4,Casr,NA,NA,Tas2r120,NA,Ccr3,NA,Tas2r140,NA,Tas2r138,S1pr2,Ppara","3-Hydroxybutyric acid,(3R)-3-hydroxybutanoic acid,(-)-3-hydroxybutyric acid,(R)-(-)-beta-Hydroxybutyric acid,(R)-3-Hydroxybutanoic acid,3-D-Hydroxybutyric acid,D-3-Hydroxybutyric acid,D-beta-Hydroxybutyric acid,(R)-(-)-b-Hydroxybutyrate,(R)-(-)-b-Hydroxybutyric acid,(R)-(-)-beta-Hydroxybutyrate,(R)-(-)-Β-hydroxybutyrate,(R)-(-)-Β-hydroxybutyric acid,(R)-3-Hydroxybutanoate,3-D-Hydroxybutyrate,D-3-Hydroxybutyrate,D-b-Hydroxybutyrate,D-b-Hydroxybutyric acid,D-beta-Hydroxybutyrate,D-Β-hydroxybutyrate,D-Β-hydroxybutyric acid,(R)-3-Hydroxybutyrate,3-delta-Hydroxybutyrate,3-delta-Hydroxybutyric acid,BHIB,D-(-)-3-Hydroxybutyrate,delta-(-)-3-Hydroxybutyrate,delta-3-Hydroxybutyrate,delta-3-Hydroxybutyric acid,delta-beta-Hydroxybutyrate,3R-Hydroxy-butanoate,(R)-3-Hydroxybutyric acid,(-)-3-Hydroxy-n-butyric acid,(-)-3-Hydroxybutyric acid,(3R)-3-Hydroxybutanoic acid,(3R)-3-Hydroxybutyric acid,(3R)-Hydroxybutyrate,(R)-(-)-3-Hydroxybutyric acid,(R)-beta-Hydroxybutanoic acid,(R)-beta-Hydroxybutyric acid,(R)-β-Hydroxybutanoic acid,(R)-β-Hydroxybutyric acid,3-Hydroxy-n-butyric acid,3-Hydroxybutanoic acid,3R-Hydroxybutanoic acid,D-(-)-3-Hydroxybutanoic acid,D-(-)-3-Hydroxybutyric acid,D-(-)-beta-Hydroxybutyric acid,D-(-)-β-Hydroxybutyric acid,beta-Hydroxy-n-butyric acid,beta-Hydroxybutanoic acid,beta-Hydroxybutyric acid,β-Hydroxy-n-butyric acid,β-Hydroxybutanoic acid,β-Hydroxybutyric acid",,
