"","Compounds","GEM_id","HMDB_id","Cell_Compartment","Synthetic_genes","Transporter_genes","Transporter_genes_in","Receptor_genes","Synonyms","Synthetic_genes_lv2","precursor_transport"
"78","Acetylcholine","MAM01260","HMDB0000895","c,n,e","CHAT","SLC22A2,SLC22A3,SLC22A1,SLC18A3","","NPY1R,NPY2R,CHRNA4,CHRM3,CHRM5,GALR3,CHRNA3;CHRNB4,CHRNA3,CHRFAM7A,CHRNA7,CHRM1,CHRM2,CHRM4,DRD4,BDKRB1,PROKR2,MLNR,GNRHR,NR3C1,KISS1R,OPRD1,GHSR,MCHR1,SSTR4,NMUR2,HRH4,APLNR,NMBR,CHRND,HTR2B,CHRNA1,TRPV4,CHRNB4,ICAM1,OPRK1,SSTR1,GPR65,ACKR3,AGTR1,HTR2C,CHRNA6,NPFFR1,ADRA2A,MCHR2,PPARG,HTR5A,CHRNB3,CCR2,CCR5,PTGER1,CHRNE,SSTR5,CCKAR,CCR1,AVPR1A,CHRNA5,GALR1,NTSR2,PROKR1,CXCR6,NMUR1,ADRA1B,LTB4R,HTR1E,NPFFR2,ADORA1,TRHR,EDNRA,HTR1A,HTR1F,UTS2R,OXTR,RXFP3,GALR2,NPBWR1,CCR9,CCR4,CCKBR,OPRL1,NPY5R,HRH3,PTGER3,SSTR2,LPAR1,NPSR1,DRD2,RXFP4,CHRNB2,CNR1,NPBWR2,HTR1B,NTSR1,LPAR3,PTGFR,HCRTR2,AGTR2,TIE1,HCRTR1,NPY4R,CNR2,EDNRB,HTR2A,TNFRSF4,ADRA1A,ADRA1D,GRPR,DRD3,QRFPR,HRH1,LPAR2,CHRNA2,ADRA2C,CXCR4,TBXA2R,OPRM1,LTB4R2,CCR3,CHRNA10,CHRNA9,CHRNB1,CHRNG","Acetylcholine,[2-(acetyloxy)ethyl]trimethylazanium,acetylcholine,ACh,Azetylcholin,Choline acetate,O-Acetylcholine,Choline acetic acid,Acetylcholine iodide,Acetylcholine perchlorate,Acetylcholine sulfate (1:1),Bromoacetylcholine,Cusi, acetilcolina,Iodide, acetylcholine,2-(Acetyloxy)-N,N,N-trimethylethanaminium,Acetilcolina cusi,Acetylcholine fluoride,Acetylcholine L tartrate,Acetylcholine picrate,Chloroacetylcholine,Miochol,Perchlorate, acetylcholine,Acetylcholine L-tartrate,Acetylcholine picrate (1:1),Hydroxide, acetylcholine,Acetylcholine bromide,Acetylcholine chloride,Acetylcholine hydroxide,Bromide, acetylcholine,Fluoride, acetylcholine,L-Tartrate, acetylcholine,Acetyl choline ion,Acetylcholine cation,Acetylcholinium: acetyl-choline,Choline acetate (ester),Bournonville brand OF acetylcholine chloride,Iolab brand OF acetylcholine chloride,Alcon brand OF acetylcholine chloride,Ciba vision brand OF acetylcholine chloride","",""
"79","Malic acid","MAM02439","HMDB0000156","c,m,x,e","CLYBL","","","MTNR1B,MTNR1A","Malic acid,(2S)-2-hydroxybutanedioic acid,(-)-malic acid,(-)-L-Malic acid,(S)-(-)-Hydroxysuccinic acid,L-2-Hydroxybutanedioic acid,L-Apple acid,Malate,S-2-Hydroxybutanedioic acid,L-Malate,(-)-L-Malate,(S)-(-)-Hydroxysuccinate,L-2-Hydroxybutanedioate,S-2-Hydroxybutanedioate,(-)-(S)-Malate,(-)-(S)-Malic acid,(-)-Hydroxysuccinate,(-)-Hydroxysuccinic acid,(-)-Malic acid,(2S)-2-Hydroxybutanedioate,(2S)-2-Hydroxybutanedioic acid,(S)-Hydroxy-butanedioate,(S)-Hydroxy-butanedioic acid,(S)-Hydroxybutanedioate,(S)-Hydroxybutanedioic acid,(S)-Malic acid,Apple acid,L-(-)-Malic acid,L-Hydroxybutanedioate,L-Hydroxybutanedioic acid,L-Hydroxysuccinate,L-Hydroxysuccinic acid,S-(-)-Malate,S-(-)-Malic acid,(S)-Malate,L-Malic acid,(2S)-2-Hydroxysuccinic acid,(2S)-Malic acid,(S)-2-Hydroxysuccinic acid,2-Hydroxybutanedioic acid,2-Hydroxyethane-1,2-dicarboxylic acid,2-Hydroxysuccinic acid,Deoxytetraric acid,Hydroxybutanedioic acid,Hydroxysuccinic acid,Monohydroxybutanedioic acid,alpha-Hydroxysuccinic acid,α-Hydroxysuccinic acid","",""
"80","3-Methoxytyramine","MAM00821","HMDB0000022","c,e","COMT,LRTOMT","","","TAAR1,CHRM1,CHRM4","3-Methoxytyramine,4-(2-aminoethyl)-2-methoxyphenol,methoxytyramine,3-Methoxy-4-hydroxyphenylethyl amine,3-O-Methyldopamine,4-(2-Amino-ethyl)-2-methoxy-phenol,4-(2-Aminoethyl)-2-methoxy-phenol,4-(2-Aminoethyl)-2-methoxyphenol,5-(2-Aminoethyl)guaiacol,Methoxytyramine,3-Methoxytyramine hydrochloride","",""
"81","5-Methoxytryptophol","MAM01113","HMDB0001896","c,e","COMT,LRTOMT","SLC22A8,SLC22A6","","MTNR1A,MTNR1B","5-Methoxytryptophol,2-(5-methoxy-1H-indol-3-yl)ethan-1-ol,methoxytryptophol,Methoxytryptophol,5-Methoxy-1H-indole-3-ethanol,5-Methoxyindole-3-ethanol","",""
"82","L-Acetylcarnitine","MAM02634","HMDB0000201","c,m,x,r,e","CRAT","SLC22A5","","NGFR","L-Acetylcarnitine,(3R)-3-(acetyloxy)-4-(trimethylazaniumyl)butanoate,acetyl-L-carnitine,(-)-Acetylcarnitine,(R)-Acetylcarnitine,Acetyl-L-(-)-carnitine,Acetyl-L-carnitine,L-Carnitine acetyl ester,L-O-Acetylcarnitine,O-Acetyl-(R)-carnitine,R-Acetylcarnitine,Branigen,Levocarnitine acetyl,Acetyl carnitine,Carnitine, acetyl,Alcar,Acetyl L carnitine,Acetylcarnitine, (R)-isomer,Medosan,ALC,3-(Acetyloxy)-4-(trimethylammonio)butanoate,Acetyl-DL-carnitine,Acetylcarnitine,DL-O-Acetylcarnitine,3-(Acetyloxy)-4-(trimethylammonio)butanoic acid,(+-)-Acetylcarnitine,Acetyl-carnitine,ALCAR,Nicetile,O-Acetyl-L-carnitine,O-Acetylcarnitine,(3R)-3-Acetyloxy-4-(trimethylazaniumyl)butanoate,C2 Carnitine","",""
"83","Hydrogen sulfide","MAM02042","HMDB0003276","c,e","CTH","","","NR3C1,TRPA1,ICAM1,ERBB2,EGFR,CX3CR1,OPRM1","Hydrogen sulfide,hydrogen sulfide,[SH2],Acide sulfhydrique,Dihydrogen monosulfide,Dihydrogen sulfide,H2S,Hydrogen monosulfide,Hydrogen sulphide,Hydrogen-sulfide,Hydrogene sulfure,HYDROsulfURIC ACID,Schwefelwasserstoff,Sulfide,Sulfure d'hydrogene,Acide sulphhydrique,Dihydrogen monosulphide,Dihydrogen sulphide,Hydrogen monosulphide,Hydrogen-sulphide,Hydrogene sulphure,HYDROsulfate,HYDROsulphate,HYDROsulphuric acid,Sulphide,Sulphure d'hydrogene,Dihydrogen disulfide,Hepatate,Hepatic acid,Hepatic gas,Hydrosulfurate,Idrogeno solforato,Sewer gas,Siarkowodor,Sour gas,Stink dAMP,Sulfur hydride,Sulfur hydroxide,Sulfureted hydrogen,Sulfuretted hydrogen,Zwavelwaterstof,Sulfide, hydrogen,Hydrogen sulfide (H2(SX)),Hydrogen sulfide (H2S2),Hydrogen sulfide (H2S3)","",""
"84","L-Cysteine,D-Cysteine","MAM01628","HMDB0000574,HMDB0003417","c,l,m,e","CTH,CBS,LAP3,NPEPPS,ANPEP,GGCT,GGACT,ALB,CTSA,CTSG,LGMN,CTSZ,CTSH,CTSC,CTSD,CTSL,CTSV,CTSK,CTSS,CTSB,TPP1,CTSW,CTSF,CTSE,CTSO,PTPLA,PTPLB,PCYOX1","","SLC7A5,ABCA1,SLC7A6,SLC1A5,SLC1A4","GRIN1,GRIN2D,GRIN2B,GRIN2A,NR2A,GRIN3A,ESR1,FCGRT,CD200R1,SIGLEC7,LEPR,HLA-G,IL6R,HLA-C,HLA-A,HLA-B,CD200,AHR,FAS,TRAF2","","",""
"85","Pregnenolone","MAM02763","HMDB0000253","c,m,r,g,l,e","CYP11A1","","","NR1I2,NPY1R,TRPM3","Pregnenolone,1-[(1S,2R,5S,10S,11S,14S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-14-yl]ethan-1-one,1-[(1S,2R,5S,10S,11S,14S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-14-yl]ethanone,(3BETA)-3-HYDROXYPREGN-5-en-20-one,3beta-Hydroxypregn-5-en-20-one,5-Pregnen-3beta-ol-20-one,(3b)-3-HYDROXYPREGN-5-en-20-one,(3Β)-3-hydroxypregn-5-en-20-one,3b-Hydroxypregn-5-en-20-one,3Β-hydroxypregn-5-en-20-one,5-Pregnen-3b-ol-20-one,5-Pregnen-3β-ol-20-one,5-Pregnen-3-beta-ol-20-one,5 Pregnen 3 beta ol 20 one","",""
"86","Cortisol","MAM01615","HMDB0000063","c,m,r,e","CYP11B1","","","NR3C2,ANXA1,NR3C1,THBS1,NOTCH1,HTR1A,MC2R,NR1I2,APCDD1,SSTR2,IGFBP3,CXCR4,AR,ESR1","Cortisol,(1S,2R,10S,11S,14R,15S,17S)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one,(11beta)-11,17,21-Trihydroxypregn-4-ene-3,20-dione,11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione,11beta-Hydrocortisone,17-Hydroxycorticosterone,4-Pregnen-11beta,17alpha,21-triol-3,20-dione,Hidrocortisona,Hydrocortisone,Hydrocortisonum,Kendall's compound F,Reichstein's substance m,HC,Acticort,Anusol HC,Colocort,Cortef,Hytone,Plenadren,(11b)-11,17,21-Trihydroxypregn-4-ene-3,20-dione,(11Β)-11,17,21-trihydroxypregn-4-ene-3,20-dione,11b,17a,21-Trihydroxy-4-pregnene-3,20-dione,11Β,17α,21-trihydroxy-4-pregnene-3,20-dione,11b-Hydrocortisone,11Β-hydrocortisone,4-Pregnen-11b,17a,21-triol-3,20-dione,4-Pregnen-11β,17α,21-triol-3,20-dione,11beta-Hydroxycortisone,17alpha-Hydroxycorticosterone,Anti-inflammatory hormone,Dihydrocostisone,Hydrocorticosterone,Hydrocortisone acetate,Hydrocortisone alcohol,Hydrocortisone base,Hydrocortisone butyrate,Hydrocortisone free alcohol,Hydrocortisone sodium phosphate,Hydrocortisone valerate,Hydroxycortisone,Idrocortisone,Balneol-HC,CORTRIL,Cetacort,Cort-dome,Flexicort,Hi-cor,Hydrocortisone in absorbase,Nogenic HC,Aeroseb-HC,Ala-cort,Ala-scalp,Penecort,Texacort,H-Cort,HYDROCORTONE,Ophthocort,Terra-cortril,Cor-oticin,Nutracort,Cortifoam,Glycort,HC #1,HC #4,Proctocort,Anucort-HC,Cortenema,Dermacort,Micort-HC,Synacort,U-cort,Eldecort,Epicort,neo-Cortef,Stie-cort,Anusol-HC,Beta-HC,hydro-RX,Locoid,b-HC,β-HC,11-beta-Hydrocortisone,11-beta-Hydroxycortisone,11-Hydrocortisone,11a-Hydroxycorticosterone,11alpha-Hydroxycorticosterone,11b,17,21-Trihydroxyprogesterone,11b-Hydroxycortisone,11beta,17,21-Trihydroxyprogesterone,17a-Hydroxycorticosterone,4-Pregnene-11alpha,21-triol 3,20-dione,4-Pregnene-11b,17a,21-triol-3,20-dione,Aeroseb HC,Alacort,Algicirtis,Alphaderm,Amberin,Anflam,Aquacort,Aquanil HC,Barseb HC,Basan-corti,CaldeCORT spray,Chronocort,Clear aid,Cleiton,Cobadex,Compound F,Cor-tar-quin,Cort-quin,Cortanal,Cortesal,Corticreme,Cortifan,Cortiment,Cortisol alcohol,Cortisolonum,Cortisporin,Cortisporin otico,Cortispray,Cortizol,Cortolotion,Cortonema,Cortoxide,Cremesone,Cremicort-H,Cutisol,Delacort,Derm-aid,Dermil,Dermolate,Dioderm,Dome-cort,Domolene-HC,Drotic,Ef corlin,Efcorbin,Efcortelan,Efcortelin,Eldercort,Epiderm H,Esiderm H,Evacort,Ficortril,Fiocortril,Foille insetti,Genacort,gyno-Cortisone,Heb cort,Heb-cort,Hidalone,hidro-Colisona,Hycort,Hycortol,Hycortole,Hydracort,Hydrasson,hydro-Adreson,hydro-Colisona,Hydrocort,Hydrocortal,Hydrocortistab,Hydrocortisyl,Hydroskin,Hysone,Hytisone,Hytone lotion,Incortin-H,Incortin-hydrogen,Komed HC,Kyypakkaus,Lacticare HC,Lacticare-HC,Lactisona,Lubricort,Maintasone,Medicort,Meusicort,Mildison,Milliderm,neo-Cort-dome,Neosporin-H ear,Nystaform-HC,Optef,Otalgine,Otic-neo-cort-dome,Otobiotic,Otocort,Otosone-F,Pediotic suspension,Permicort,Polcort H,Preparation H hydrocortisone cream,Prepcort,Prestwick_265,Prevex HC,Proctofoam,Protocort,Racet,Rectoid,Remederm HC,Sanatison,Scalpicin capilar,Schericur,Scheroson F,Sigmacort,Signef,Stiefcorcil,Systral hydrocort,Tarcortin,Timocort,Topicort,Transderma H,Traumaide,Uniderm,Vioform-hydrocortisone,VoSol HC,Vytone,Zenoxone,11-Epicortisol,Hydrocortisone, (11 alpha)-isomer,Hydrocortisone, (9 beta,10 alpha,11 alpha)-isomer,11 Epicortisol,Cortifair,Epicortisol","CYP21A",""
"87","Corticosterone","MAM01614","HMDB0001547","c,m,r,e","CYP11B1,CYP11B2,CYP21A2","","","SIGMAR1,NR3C1,NTRK2,GRIA1,HTR1A,CRHR2,NR3C2,AR,HTR2A,ESR1,NR1I2","Corticosterone,(1S,2R,10S,11S,14S,15S,17S)-17-hydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one,(11beta)-11,21-Dihydroxypregn-4-ene-3,20-dione,11beta,21-Dihydroxy-4-pregnene-3,20-dione,11beta,21-Dihydroxyprogesterone,17-Deoxycortisol,Kendall's compound b,Reichstein's substance H,(11b)-11,21-Dihydroxypregn-4-ene-3,20-dione,(11Β)-11,21-dihydroxypregn-4-ene-3,20-dione,11b,21-Dihydroxy-4-pregnene-3,20-dione,11Β,21-dihydroxy-4-pregnene-3,20-dione,11b,21-Dihydroxyprogesterone,11Β,21-dihydroxyprogesterone,11,21-Dihydroxypregn-4-ene-3,20-dione,11,21-Dihydroxyprogesterone,11-Hydroxycorticoaldosterone,4-Pregnene-11 corticosteron","",""
"88","Aldosterone","MAM01309","HMDB0000037","c,m,e","CYP11B2","","","NR3C2,NR3C1,ACE2,RAMP1,ICAM1,IGF1R,EGFR,VCAM1,GPER1,TRPM7","Aldosterone,(1S,2R,10S,11S,14S,15R,17S)-17-hydroxy-14-(2-hydroxyacetyl)-2-methyl-5-oxotetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-ene-15-carbaldehyde,(+)-Aldosterone,(11beta)-11,21-Dihydroxy-3,20-dioxopregn-4-en-18-al,11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al,(11b)-11,21-Dihydroxy-3,20-dioxopregn-4-en-18-al,(11Β)-11,21-dihydroxy-3,20-dioxopregn-4-en-18-al,11b,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al,11Β,21-dihydroxy-3,20-dioxo-4-pregnen-18-al,Aldosterone, (+-)-isomer,Aldosterone, (11 beta,17 alpha)-isomer,11beta,21-Dihydroxy-3,20-diketo-4-pregnen-18-al,11beta,21-Dihydroxy-3,20-diketopregn-4-ene-18-al,11beta,21-Dihydroxypregn-4-ene-3,18,20-trione,11Β,21-dihydroxy-3,20-diketo-4-pregnen-18-al,11Β,21-dihydroxy-3,20-diketopregn-4-ene-18-al,11Β,21-dihydroxypregn-4-ene-3,18,20-trione,18-Formyl-11beta,21-dihydroxy-4-pregnene-3,20-dione,18-Formyl-11β,21-dihydroxy-4-pregnene-3,20-dione,18-Oxocorticosterone","",""
"89","Dehydroepiandrosterone","MAM01660","HMDB0000077","c,r,m,e","CYP17A1","","","GPBAR1,NR1I2,GRIN1,GRIN2D,GRIN3B,GRIN2B,GRIN2A,NR2A,GRIN3A,GRIN2C,NMDAR2C,ESR2,NR1I3,GABRQ,GABRA6,GABRG2,GABRB1,GABRP,GABRD,GABRA4,GABRB2,GABRG1,GABRA5,GABRA1,GABRB3,GABRA2,GABRA3,GABRG3,GABRE,SIGMAR1,ESR1,PPARA,AR,CCR2,TNFRSF11B","Dehydroepiandrosterone,(1S,2R,5S,10R,11S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-14-one,3-BETA-HYDROXY-5-androsten-17-one,3beta-Hydroxyandrost-5-en-17-one,Dehydroisoandrosterone,DHA,DHEA,Intrarosa,Prasterone,Biolaif,3-b-HYDROXY-5-androsten-17-one,3-Β-hydroxy-5-androsten-17-one,3b-Hydroxyandrost-5-en-17-one,3Β-hydroxyandrost-5-en-17-one,(+)-Dehydroisoandrosterone,(3-beta)-3-Hydroxyandrost-5-en-17-one,(3beta)-3-Hydroxy-androst-5-en-17-one,(3beta,16alpha)-3,16-Dihydroxy-androst-5-en-17-one,17-Chetovis,17-Hormoforin,3-beta-Hydroxyandrost-5-en-17-one,3b-Hydroxy-D5-androsten-17-one,3beta-Hydroxy-5-androsten-17-one,3beta-Hydroxy-androst-5-en-17-one,3beta-Hydroxy-D5-androsten-17-one,5,6-Dehydroisoandrosterone,5,6-Didehydroisoandrosterone,5-Androsten-3-beta-ol-17-one,5-Androsten-3b-ol-17-one,5-Androsten-3beta-ol-17-one,5-Dehydro-epiandrosterone,5-Dehydroepiandrosterone,Andrestenol,Androst-5-ene-3b-ol-17-one,Androst-5-ene-3beta-ol-17-one,Androsten-3beta-ol-17-one,Androstenolone,Astenile,D5-Androsten-3b-ol-17-one,D5-Androsten-3beta-ol-17-one,Deandros,Dehydro-epi-androsterone,Diandron,Diandrone,Hydroxyandrostenone,Prasterona,Prasteronum,Prestara,Psicosterone,trans-Dehydroandrosterone,Prasterone, 3 alpha-isomer,5 Androsten 3 beta hydroxy 17 one,5-Androsten-3-beta-hydroxy-17-one,5 Androsten 3 ol 17 one,Prasterone, 3 alpha isomer,5-Androsten-3-ol-17-one,EM-760Dehydroandrosterone","CYP17A1","LHCGR"
"90","11beta-Hydroxyprogesterone","MAM00285","HMDB0004031","c","CYP17A1,CYP11B1,CYP11B2","","","NR3C2","11beta-Hydroxyprogesterone,(1S,2R,10S,11S,14S,15S,17S)-14-acetyl-17-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one,(11beta)-11-Hydroxypregn-4-ene-3,20-dione,21-Deoxycorticosterone,(11b)-11-Hydroxypregn-4-ene-3,20-dione,(11Β)-11-hydroxypregn-4-ene-3,20-dione,11b-Hydroxyprogesterone,11Β-hydroxyprogesterone,Pregn-4-ene-11 beta-ol-3,20-dione,Hylutin,Hyprogest,11-Hydroxyprogesterone, (11alpha,17alpha)-(+-)-isomer,11-Hydroxyprogesterone,Duralutin,Prodrox,11 beta-Hydroxy-4-pregnen-3,20-dione,11-Hydroxyprogesterone, (11beta)-isomer,11-Hydroxyprogesterone, (11alpha)-(+-)-isomer,11-Hydroxyprogesterone, (9beta,10alpha,11alpha)-isomer,11 alpha-Hydroxyprogesterone,11ohp Compound,Hy-gestrone,Pergestron,Pro-depo,Gesterol,11-Hydroxyprogesterone, (11alpha)-isomer,11beta-Hydroxy-4-pregnene-3,20-dione,11beta-Hydroxy-P4,11β-Hydroxy-4-pregnene-3,20-dione,11β-Hydroxy-P4,Pregn-4-en-11beta-ol-3,20-dione,Pregn-4-en-11β-ol-3,20-dione,Pregn-4-ene-11beta-ol-3,20-dione,Pregn-4-ene-11β-ol-3,20-dione,delta4-Pregnene-11beta-ol-3,20-dione,Δ4-Pregnene-11β-ol-3,20-dione","",""
"91","17-Hydroxyprogesterone","MAM00409","HMDB0000374","c,r,m,e","CYP17A1,HSD3B1,HSD3B2,HSD17B3","","","NR3C1,GPER1,PGR,AR,ESR1,ESR2,NR1I2","17-Hydroxyprogesterone,(1S,2R,10R,11S,14R,15S)-14-acetyl-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one,17-Hydroxypregn-4-en-3,20-dione,17alpha-Hydroxy-4-pregnene-3,20-dione,17alpha-Hydroxy-progesterone,delta(4)-Pregnene-17alpha-ol-3,20-dione,Hidroxiprogesterona,Hydroxyprogesterone,Hydroxyprogesteronum,Pregn-4-ene-3,20-dione-17-ol,17a-Hydroxy-4-pregnene-3,20-dione,17Α-hydroxy-4-pregnene-3,20-dione,17a-Hydroxy-progesterone,17Α-hydroxy-progesterone,delta(4)-Pregnene-17a-ol-3,20-dione,Δ(4)-pregnene-17α-ol-3,20-dione,Δ(4)-pregnene-17a-ol-3,20-dione,17-alpha-Hydroxyprogesterone,17-Hydroxypregn-4-ene-3,20-dione,17-OH Progesterone,17-OHP,17a-Hydroxypregn-4-ene-3,20-dione,17a-Hydroxyprogesterone,17alpha-Hydroxyprogesterone,D4-Pregnen-17a-ol-3,20-dione,Gestageno,Gestageno gador,Pregn-4-en-17a-ol-3,20-dione,Prodix,Prodox,17 Hydroxyprogesterone,17-Hydroxyprogesterone, (17 alpha)-isomer,17 alpha Hydroxyprogesterone,17 alpha-Hydroxyprogesterone,17-Hydroxyprogesterone, (9 beta, 10 alpha)-isomer","CYP17A1","LHCGR"
"92","Androstenedione","MAM00971","HMDB0000053","c,r,m,e","CYP17A1,HSD3B1,HSD3B2,HSD17B3","","","AR,ESR1,ESR2,NR1I2,PPARG,THRB","Androstenedione,(1S,2R,10R,11S,15S)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-ene-5,14-dione,4-Androstene-3,17-dione,4-ANDROSTENE-3-17-dione,delta(4)-Androsten-3,17-dione,delta(4)-Androstene-3,17-dione,Δ(4)-Androsten-3,17-dione,Δ(4)-Androstene-3,17-dione,(4)-Androsten-3,17-dione,17-Ketotestosterone,3,17-Dioxoandrost-4-ene,4-Androsten-3,17-dione,4-Androstenedione,Androst-4-ene-3,17-dione,Androstendione,D4-Androstene-3,17-dione,delta4-Androstenedione,Fecundin,delta 4 Androstenedione,delta-4-Androstenedione,4 Androstene 3,17 dione,delta4-Androstene-3,17-dione,Δ4-Androstene-3,17-dione","CYP17A1",""
"93","6-Hydroxymelatonin","MAM01161","HMDB0004081","c,e","CYP1B1,CYP1A1,CYP1A2,CYP2C19","","","MTNR1B,MTNR1A","6-Hydroxymelatonin,N-[2-(6-hydroxy-5-methoxy-1H-indol-3-yl)ethyl]acetamide,Lopac-H-0627,6-Oxymelatonin,6-Hydroxy-N-acetyl-5-methoxytryptamine,6-Hydroxy-N-acetyl-5-methoxytryptamine","",""
"94","Deoxycorticosterone","MAM00294","HMDB0000016","c,m,r,e","CYP21A2","","","HTR2B,HTR2C,ABCB1,NR3C2,HTR2A,AR,NR3C1","Deoxycorticosterone,(1S,2R,10S,11S,14S,15S)-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one,21-Hydroxy-4-pregnene-3,20-dione,21-Hydroxyprogesterone,4-Pregnen-21-ol-3,20-dione,Cortexone,DESOXYCORTICOSTERONE,Desoxycortone,DOC,Kendall's desoxy compound b,Reichstein's substance Q,11-Dehydroxycorticosterone,11-Deoxy-corticosterone,11-Deoxycorticosterone,11-Desoxycorticosterone,21-Hydroxy-3,20-dioxopregn-4-ene,21-Hydroxy-D4-pregnane-3,20-dione,21-Hydroxy-D4-pregnene-3,20-dione,21-Hydroxy-pregn-4-ene-3,20-dione,21-Hydroxy-progesterone,21-Hydroxypregn-4-ene-3,20-dione,D4-Pregnene-21-ol-3,20-dione,Deoxycortone,Doca,11-Decorticosterone,21 Hydroxyprogesterone,11 Decorticosterone,21 Hydroxy 4 pregnene 3,20 dione","CYP17A1",""
"95","27-Hydroxycholesterol","MAM00623","HMDB0002103","c,m,r,e","CYP27A1","","","NR1H3,GPR183,ABCA1,ESR1,ESR2","27-Hydroxycholesterol,(1S,2R,5S,10S,11S,14R,15R)-14-[(2R,6R)-7-hydroxy-6-methylheptan-2-yl]-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol,(25R)-26-Hydroxycholesterol,5-Cholestene-3beta,27-diol,Cholest-5-ene-3beta,27-diol,5-Cholestene-3b,27-diol,5-Cholestene-3β,27-diol,Cholest-5-ene-3b,27-diol,Cholest-5-ene-3β,27-diol,(25R)-Cholest-5-ene-3b,26-diol,(25R)-Cholest-5-ene-3beta,26-diol,(3-beta)-Cholest-5-ene-3,26-diol,(3b,25R)-Cholest-5-ene-3,26-diol,(3beta,25R)-Cholest-5-ene-3,26,diol,26-Hydroxycholesterol(25R),Cholest-(25R)-5-en-3beta,26-diol,Cholest-5-ene-3-b,27-diol,Cholest-5-ene-3-beta,26-diol,Cholest-5-ene-3-beta,27-diol,Cholest-5-ene-3beta,26-diol,Cholest-5-ene-3 beta,27-diol,5-Cholestene-3 beta,27-diol,(25R)-Cholest-5-ene-3β,26-diol,(3Β,25R)-cholest-5-ene-3,26-diol,(3beta,25R)-Cholest-5-ene-3,26-diol,Cholest-5-ene-3β,26-diol,(3Β)-cholest-5-ene-3,26-diol,(3beta)-Cholest-5-ene-3,26-diol,26-Hydroxycholesterol,(3 beta,25R)-Cholest-5-ene-3,26-diol,26-Hydroxycholesterol, (25R),(25R)-Cholest-5-ene-3 beta,26-diol","",""
