"","Compounds","Receptor_genes"
"2667","N-Acetyl-D-glucosamine","H2-Ab1"
"2668","N-Acetyl-D-glucosamine","Colec12"
"2669","N-Acetyl-D-glucosamine","Gp1bb"
"2670","N-Acetyl-D-glucosamine","Ncam2"
"2671","N-Acetyl-D-glucosamine","Gcgr"
"2672","N-Acetyl-D-glucosamine","Csf2rb2"
"2673","N-Acetyl-D-glucosamine","Csf2rb"
"2674","N-Acetyl-D-glucosamine","Cadm2"
"2675","N-Acetyl-D-glucosamine","Fshr"
"2676","N-Acetyl-D-glucosamine","Nrxn1"
"2677","N-Acetyl-D-glucosamine","Rnf43"
"2678","N-Acetyl-D-glucosamine","Cd207"
"2679","N-Acetyl-D-glucosamine","Icam2"
"2680","N-Acetyl-D-glucosamine","Dcc"
"2681","N-Acetyl-D-glucosamine","H2-Ob"
"2682","N-Acetyl-D-glucosamine","Gfra1"
"2683","N-Acetyl-D-glucosamine","Csf2ra"
"2684","N-Acetyl-D-glucosamine","Clec2f"
"2685","N-Acetyl-D-glucosamine","Cd44"
"2686","N-Acetyl-D-glucosamine","Pvr"
"2687","N-Acetyl-D-glucosamine","Hfe"
"2688","N-Acetyl-D-glucosamine","Nectin3"
"2689","N-Acetyl-D-glucosamine","Ptprg"
"2690","N-Acetyl-D-glucosamine","Cd200"
"2691","N-Acetyl-D-glucosamine","Adgrl3"
"2692","N-Acetyl-D-glucosamine","Gfra2"
"2693","N-Acetyl-D-glucosamine","Igll1"
"2694","N-Acetyl-D-glucosamine","Ntrk1"
"2695","N-Acetyl-D-glucosamine","Ldlr"
"2696","N-Acetyl-D-glucosamine","Tnfrsf11a"
"2697","N-Acetyl-D-glucosamine","Flt3l"
"2698","Mevalonic acid","Scarb1"
"2699","Mevalonic acid","Scarb2"
"2700","Mevalonic acid","Cd36"
"2701","Mevalonic acid","F3"
"2702","Mevalonic acid","Abca1"
"2703","Mevalonic acid","Itga2"
"2704","Mevalonic acid","Itgb1"
"2705","Mevalonic acid","Ppara"
"2706","Mevalonic acid","Rxra"
"2707","1-Methylhistamine","Hrh4"
"2708","1-Methylhistamine","Hrh3"
"2709","1-Methylhistamine","Hrh2"
"2710","Hypoxanthine","Chrm3"
"2711","Hypoxanthine","Chrm5"
"2712","Hypoxanthine","Chrm4"
"2713","Isomaltose","Tas2r118"
"2714","Cortisone","Nr3c1"
"2715","Cortisone","Nr3c2"
"2716","Estradiol","Abcg2"
"2717","Estradiol","Abcg3"
"2718","Estradiol","Esr2"
"2719","Estradiol","Esr1"
"2720","Estradiol","Esrra"
"2721","Estradiol","Styk1"
"2722","Estradiol","Cd79a"
"2723","Estradiol","Gnrhr"
"2724","Estradiol","Vdr"
"2725","Estradiol","Nr3c1"
"2726","Estradiol","Rara"
"2727","Estradiol","Anxa1"
"2728","Estradiol","Cdh1"
"2729","Estradiol","Celsr1"
"2730","Estradiol","Kdr"
"2731","Estradiol","Icam1"
"2732","Estradiol","Abcb1b"
"2733","Estradiol","Abcb1a"
"2734","Estradiol","Cdh11"
"2735","Estradiol","Cdh2"
"2736","Estradiol","Erbb2"
"2737","Estradiol","Celsr2"
"2738","Estradiol","Egfr"
"2739","Estradiol","Notch1"
"2740","Estradiol","Vcam1"
"2741","Estradiol","Tnfrsf11b"
"2742","Estradiol","Gper1"
"2743","Estradiol","Ncoa3"
"2744","Estradiol","Drd5"
"2745","Estradiol","Adra1b"
"2746","Estradiol","Adam17"
"2747","Estradiol","Oxtr"
"2748","Estradiol","Pgr"
"2749","Estradiol","Sele"
"2750","Estradiol","Ptch1"
"2751","Estradiol","Nr1i2"
"2752","Estradiol","Htr7"
"2753","Estradiol","Cav1"
"2754","Estradiol","Erbb4"
"2755","Estradiol","Ocln"
"2756","Estradiol","Emp2"
"2757","Estradiol","Gjb1"
"2758","Estradiol","Cd40"
"2759","Estradiol","Nr5a1"
"2760","Estradiol","Ar"
"2761","Estradiol","Htr2a"
"2762","Estradiol","Esrrb"
"2763","Estradiol","Igfbp3"
"2764","Estradiol","Oprm1"
"2765","Estradiol","Fgfr2"
"2766","Estradiol","Ntrk1"
"2767","Estradiol","Ahr"
"2768","Estradiol","Smap2"
"2769","Estradiol","Chrna3"
"2770","Estradiol","Chrna4"
"2771","Estradiol","Chrnb2"
"2772","Estradiol","Chrnb4"
"2773","Estradiol","Dysf"
"2774","Estradiol","Esrrg"
"2775","Estradiol","Gpc4"
"2776","Estradiol","Hnf4a"
"2777","Estradiol","Igf1r"
"2778","Estradiol","Ncor1"
"2779","Estradiol","Trac"
"2780","Estradiol","Nr0b1"
"2781","Estradiol","Nr0b2"
"2782","Estradiol","Nr1i3"
"2783","Estradiol","Nrbf2"
"2784","Estradiol","P2rx4"
"2785","Estradiol","Ppara"
"2786","Estradiol","Pparg"
"2787","Estradiol","Srprb"
"2788","Estradiol","Thrap3"
"2789","Estradiol","Tmem205"
"2790","Progesterone","Abcg2"
"2791","Progesterone","Abcg3"
"2792","Progesterone","Ar"
"2793","Progesterone","Nr3c2"
"2794","Progesterone","Sigmar1"
"2795","Progesterone","Gpbar1"
"2796","Progesterone","P2rx3"
"2797","Progesterone","Oprk1"
"2798","Progesterone","Esr1"
"2799","Progesterone","Pgr"
"2800","Progesterone","Pgrmc1"
"2801","Progesterone","Cd69"
"2802","Progesterone","Hbegf"
"2803","Progesterone","Nr3c1"
"2804","Progesterone","Il1rn"
"2805","Progesterone","Thbs1"
"2806","Progesterone","Trpv4"
"2807","Progesterone","Cdh1"
"2808","Progesterone","Abcb11"
"2809","Progesterone","Igf1r"
"2810","Progesterone","Erbb2"
"2811","Progesterone","Egfr"
"2812","Progesterone","Adra2a"
"2813","Progesterone","Ccr5"
"2814","Progesterone","Gper1"
"2815","Progesterone","Cd55"
"2816","Progesterone","Cd55b"
"2817","Progesterone","Oxtr"
"2818","Progesterone","Nr1i2"
"2819","Progesterone","Cav1"
"2820","Progesterone","Paqr5"
"2821","Progesterone","Esr2"
"2822","Progesterone","Pigr"
"2823","Progesterone","Ephb4"
"2824","Progesterone","Lpar1"
"2825","Progesterone","Emp2"
"2826","Progesterone","H2-T22"
"2827","Progesterone","H2-M10.6"
"2828","Progesterone","H2-T5"
"2829","Progesterone","H2-M10.2"
"2830","Progesterone","H2-D1"
"2831","Progesterone","H2-Q6"
"2832","Progesterone","H2-Q7"
"2833","Progesterone","H2-M10.4"
"2834","Progesterone","H2-M2"
"2835","Progesterone","H2-M11"
"2836","Progesterone","H2-Q1"
"2837","Progesterone","H2-M5"
"2838","Progesterone","H2-Q10"
"2839","Progesterone","H2-M10.1"
"2840","Progesterone","H2-M3"
"2841","Progesterone","H2-Q2"
"2842","Progesterone","H2-K1"
"2843","Progesterone","Dpp4"
"2844","Progesterone","Nr5a1"
"2845","Progesterone","H2-T10"
"2846","Progesterone","H2-T22"
"2847","Progesterone","H2-M10.6"
"2848","Progesterone","H2-T5"
"2849","Progesterone","H2-M10.2"
"2850","Progesterone","H2-T9"
"2851","Progesterone","H2-D1"
"2852","Progesterone","H2-T3"
"2853","Progesterone","H2-Q6"
"2854","Progesterone","H2-M9"
"2855","Progesterone","H2-Q7"
"2856","Progesterone","H2-M10.4"
"2857","Progesterone","H2-M2"
"2858","Progesterone","H2-M1"
"2859","Progesterone","H2-T23"
"2860","Progesterone","H2-M11"
"2861","Progesterone","H2-M10.3"
"2862","Progesterone","H2-Q1"
"2863","Progesterone","H2-M5"
"2864","Progesterone","H2-Q10"
"2865","Progesterone","H2-M10.1"
"2866","Progesterone","H2-Q2"
"2867","Progesterone","H2-Q4"
"2868","Progesterone","H2-M10.5"
"2869","Progesterone","H2-T13"
"2870","Progesterone","H2-K1"
"2871","Progesterone","H2-T11-ps"
"2872","Progesterone","Trpm3"
"2873","Progesterone","Crhr1"
"2874","Progesterone","Cxcr4"
"2875","Progesterone","Jam2"
"2876","Progesterone","Vdr"
"2877","Progesterone","Ahr"
"2878","Progesterone","Chrna4"
"2879","Progesterone","Chrnb2"
"2880","Progesterone","F2r"
"2881","Progesterone","F2rl3"
"2882","Progesterone","Hnf4a"
"2883","Progesterone","Nr1i3"
"2884","Progesterone","Pdgfra"
"2885","Cortexolone","Nr3c2"
"2886","Cortexolone","Ar"
"2887","Cortexolone","Nr3c1"
"2888","Testosterone","Ar"
"2889","Testosterone","Abcc3"
"2890","Testosterone","Abcc4"
"2891","Testosterone","Sigmar1"
"2892","Testosterone","Gpbar1"
"2893","Testosterone","Esr1"
"2894","Testosterone","Nr3c1"
"2895","Testosterone","Enpp2"
"2896","Testosterone","Agtr1a"
"2897","Testosterone","Agtr1b"
"2898","Testosterone","Notch1"
"2899","Testosterone","Gja1"
"2900","Testosterone","Gja6"
"2901","Testosterone","Vcam1"
"2902","Testosterone","Rxfp1"
"2903","Testosterone","Drd5"
"2904","Testosterone","Olr1"
"2905","Testosterone","Trpm8"
"2906","Testosterone","Cav1"
"2907","Testosterone","Esr2"
"2908","Testosterone","Tlr9"
"2909","Testosterone","Nr1i3"
"2910","Testosterone","Cnr1"
"2911","Testosterone","Abcc2"
"2912","Testosterone","Igfbp3"
"2913","Testosterone","Drd3"
"2914","Testosterone","Fshr"
"2915","Testosterone","Nr3c2"
"2916","Testosterone","Pgr"
"2917","Sphinganine","Trpm3"
"2918","L-Alanine,D-Alanine","Gprc6a"
"2919","L-Alanine,D-Alanine","Chl1"
"2920","L-Alanine,D-Alanine","Cd81"
"2921","L-Alanine,D-Alanine","Nectin1"
"2922","L-Alanine,D-Alanine","Pglyrp3"
"2923","L-Alanine,D-Alanine","Erap1"
"2924","L-Alanine,D-Alanine","Anpep"
"2925","L-Alanine,D-Alanine","Cdh5"
"2926","L-Alanine,D-Alanine","Itgal"
"2927","L-Alanine,D-Alanine","Pglyrp4"
"2928","L-Alanine,D-Alanine","Ryr2"
"2929","L-Alanine,D-Alanine","Itm2b"
"2930","L-Alanine,D-Alanine","Fgfr1"
"2931","L-Alanine,D-Alanine","Pvr"
"2932","Xanthurenic acid","Ahr"
"2933","FAD","Cav1"
"2934","2-Hydroxyglutarate","Egfr"
"2935","D-Galactose","M6pr"
"2936","D-Galactose","Cd4"
"2937","D-Galactose","Rtn4r"
"2938","D-Galactose","Tgfbr3"
"2939","D-Galactose","Il2rb"
"2940","D-Galactose","Tlr8"
"2941","D-Galactose","Fcgrt"
"2942","D-Galactose","Icam5"
"2943","D-Galactose","Efnb3"
"2944","D-Galactose","Vtn"
"2945","D-Galactose","Clec4a4"
"2946","D-Galactose","Clec4a2"
"2947","D-Galactose","Clec4a3"
"2948","D-Galactose","Clec4a1"
"2949","D-Galactose","Hrg"
"2950","D-Galactose","Sell"
"2951","D-Galactose","Acvr2a"
"2952","D-Galactose","Efnb2"
"2953","D-Galactose","Nectin2"
"2954","D-Galactose","Ace2"
"2955","D-Galactose","Cd180"
"2956","D-Galactose","Il5ra"
"2957","D-Galactose","Sort1"
"2958","D-Galactose","Gabbr2"
"2959","D-Galactose","Enpp2"
"2960","D-Galactose","Chrna1"
"2961","D-Galactose","Itgav"
"2962","D-Galactose","Trpv4"
"2963","D-Galactose","Cdh1"
"2964","D-Galactose","Neo1"
"2965","D-Galactose","Itga2b"
"2966","D-Galactose","Grik2"
"2967","D-Galactose","Grik5"
"2968","D-Galactose","Scarf1"
"2969","D-Galactose","Lifr"
"2970","D-Galactose","Selp"
"2971","D-Galactose","Kdr"
"2972","D-Galactose","Cdh15"
"2973","D-Galactose","Cdh3"
"2974","D-Galactose","Nectin1"
"2975","D-Galactose","Fcer2a"
"2976","D-Galactose","Cd80"
"2977","D-Galactose","Gria2"
"2978","D-Galactose","Scarb2"
"2979","D-Galactose","Npr3"
"2980","D-Galactose","Nrp1"
"2981","D-Galactose","Nrxn2"
"2982","D-Galactose","Abcb1b"
"2983","D-Galactose","Abcb1a"
"2984","D-Galactose","Lgr5"
"2985","D-Galactose","Itgb7"
"2986","D-Galactose","Igf1r"
"2987","D-Galactose","Itgax"
"2988","D-Galactose","Cdh2"
"2989","D-Galactose","Erbb2"
"2990","D-Galactose","Il22ra1"
"2991","D-Galactose","Fcgr3"
"2992","D-Galactose","Fcgr2b"
"2993","D-Galactose","Gfra3"
"2994","D-Galactose","Egfr"
"2995","D-Galactose","Nlgn4l"
"2996","D-Galactose","Lrrc4c"
"2997","D-Galactose","Gria4"
"2998","D-Galactose","Cxadr"
"2999","D-Galactose","Csf1r"
"3000","D-Galactose","Pparg"
"3001","D-Galactose","Kit"
"3002","D-Galactose","Itga5"
"3003","D-Galactose","Fcgr4"
"3004","D-Galactose","Fcgr4"
"3005","D-Galactose","Plxnb1"
"3006","D-Galactose","Mst1r"
"3007","D-Galactose","Erap1"
"3008","D-Galactose","Tlr3"
"3009","D-Galactose","Tshr"
"3010","D-Galactose","Folr2"
"3011","D-Galactose","Gabrb3"
"3012","D-Galactose","Anpep"
"3013","D-Galactose","Itgb2l"
"3014","D-Galactose","Itgb2"
"3015","D-Galactose","Itgb1"
"3016","D-Galactose","Insr"
"3017","D-Galactose","Ctla4"
"3018","D-Galactose","Nlgn2"
"3019","D-Galactose","Cd36"
"3020","D-Galactose","Cd46"
"3021","D-Galactose","Cd209c"
"3022","D-Galactose","Cd209a"
"3023","D-Galactose","Cd209d"
"3024","D-Galactose","Cd209e"
"3025","D-Galactose","Cd209b"
"3026","D-Galactose","Cd209a"
"3027","D-Galactose","Cd209b"
"3028","D-Galactose","Cd276"
"3029","D-Galactose","Il17ra"
"3030","D-Galactose","Siglece"
"3031","D-Galactose","Ifnlr1"
"3032","D-Galactose","Il3ra"
"3033","D-Galactose","Gp1ba"
"3034","D-Galactose","Ptprm"
"3035","D-Galactose","Sele"
"3036","D-Galactose","F3"
"3037","D-Galactose","Il21r"
"3038","D-Galactose","Nrxn3"
"3039","D-Galactose","Colec11"
"3040","D-Galactose","Plaur"
"3041","D-Galactose","H2-Aa"
"3042","D-Galactose","Acvr2b"
"3043","D-Galactose","4931406B18Rik"
"3044","D-Galactose","Siglec1"
"3045","D-Galactose","Lingo1"
"3046","D-Galactose","Htr3a"
"3047","D-Galactose","Jaml"
"3048","D-Galactose","Igf2r"
"3049","D-Galactose","Enpp3"
"3050","D-Galactose","Epha2"
"3051","D-Galactose","Fcgr2b"
"3052","D-Galactose","Nlgn3"
"3053","D-Galactose","H2-Eb2"
"3054","D-Galactose","H2-Eb1"
"3055","D-Galactose","Tfrc"
"3056","D-Galactose","Dpp4"
"3057","D-Galactose","Enpp1"
"3058","D-Galactose","Nlgn1"
"3059","D-Galactose","Fzd5"
"3060","D-Galactose","Plxna2"
"3061","D-Galactose","Fcer1a"
"3062","D-Galactose","Cd1d2"
"3063","D-Galactose","Cd1d1"
"3064","D-Galactose","Il6ra"
"3065","D-Galactose","Fcgr1"
"3066","D-Galactose","Vtcn1"
"3067","D-Galactose","Cd2"
"3068","D-Galactose","Amigo1"
"3069","D-Galactose","Ntng1"
"3070","D-Galactose","Grin1"
"3071","D-Galactose","Dpp7"
"3072","D-Galactose","Tlr4"
"3073","D-Galactose","Il2rg"
"3074","D-Galactose","Fzd8"
"3075","D-Galactose","Gabbr1"
"3076","D-Galactose","Dpp6"
"3077","D-Galactose","Cubn"
"3078","D-Galactose","Il2ra"
"3079","D-Galactose","Zp3"
"3080","D-Galactose","Itga4"
"3081","D-Galactose","H2-Ab1"
"3082","D-Galactose","Colec12"
"3083","D-Galactose","Csf2rb2"
"3084","D-Galactose","Csf2rb"
"3085","D-Galactose","Fshr"
"3086","D-Galactose","Nrxn1"
"3087","D-Galactose","Cd207"
"3088","D-Galactose","Dcc"
"3089","D-Galactose","Csf2ra"
"3090","D-Galactose","Clec2f"
"3091","D-Galactose","Pvr"
"3092","D-Galactose","Nectin3"
"3093","D-Galactose","Igll1"
"3094","D-Galactose","Ntrk1"
"3095","D-Galactose","Ldlr"
"3096","Succinic acid","Sucnr1"
"3097","Succinic acid","P4hb"
"3098","Succinic acid","Fcnb"
"3099","(R)-Lipoic acid","Icam1"
"3100","(R)-Lipoic acid","Havcr1"
"3101","(R)-Lipoic acid","Timd5"
"3102","(R)-Lipoic acid","Timd2"
"3103","(R)-Lipoic acid","Timd6"
"3104","Retinyl palmitate","Sdc1"
"3105","Retinyl palmitate","Gpc1"
"3106","Retinyl palmitate","Gpc2"
"3107","Retinyl palmitate","Sdc2"
"3108","Retinyl palmitate","Sdc3"
"3109","Retinyl palmitate","Gpc4"
"3110","Retinyl palmitate","Sdc4"
"3111","Retinyl palmitate","Gpc6"
"3112","Retinyl palmitate","Gpc5"
"3113","Retinyl palmitate","Agrn"
"3114","Retinyl palmitate","Gpc3"
"3115","Leukotriene B5","Ltb4r2"
"3116","Leukotriene C4","Cysltr1"
"3117","Leukotriene C4","Cysltr2"
"3118","Leukotriene C4","Oxgr1"
"3119","D-Mannose","Cd209c"
"3120","D-Mannose","Cd209a"
"3121","D-Mannose","Cd209d"
"3122","D-Mannose","Cd209e"
"3123","D-Mannose","Cd209b"
"3124","D-Mannose","M6pr"
"3125","D-Mannose","Cd4"
"3126","D-Mannose","Rtn4r"
"3127","D-Mannose","Tgfbr3"
"3128","D-Mannose","Il2rb"
"3129","D-Mannose","Tlr8"
"3130","D-Mannose","Fcgrt"
"3131","D-Mannose","Icam5"
"3132","D-Mannose","Efnb3"
"3133","D-Mannose","Vtn"
"3134","D-Mannose","Clec4a4"
"3135","D-Mannose","Clec4a2"
"3136","D-Mannose","Clec4a3"
"3137","D-Mannose","Clec4a1"
"3138","D-Mannose","Hrg"
"3139","D-Mannose","Sell"
"3140","D-Mannose","Acvr2a"
"3141","D-Mannose","Efnb2"
"3142","D-Mannose","Nectin2"
"3143","D-Mannose","Ace2"
"3144","D-Mannose","Cd180"
"3145","D-Mannose","Il5ra"
"3146","D-Mannose","Sort1"
"3147","D-Mannose","Gabbr2"
"3148","D-Mannose","Enpp2"
"3149","D-Mannose","Chrna1"
"3150","D-Mannose","Itgav"
"3151","D-Mannose","Trpv4"
"3152","D-Mannose","Cdh1"
"3153","D-Mannose","Neo1"
"3154","D-Mannose","Itga2b"
"3155","D-Mannose","Grik2"
"3156","D-Mannose","Grik5"
"3157","D-Mannose","Scarf1"
"3158","D-Mannose","Lifr"
"3159","D-Mannose","Selp"
"3160","D-Mannose","Kdr"
"3161","D-Mannose","Cdh15"
"3162","D-Mannose","Cdh3"
"3163","D-Mannose","Nectin1"
"3164","D-Mannose","Fcer2a"
"3165","D-Mannose","Cd80"
"3166","D-Mannose","Gria2"
"3167","D-Mannose","Scarb2"
"3168","D-Mannose","Npr3"
"3169","D-Mannose","Nrp1"
"3170","D-Mannose","Nrxn2"
"3171","D-Mannose","Abcb1b"
"3172","D-Mannose","Abcb1a"
"3173","D-Mannose","Lgr5"
"3174","D-Mannose","Itgb7"
"3175","D-Mannose","Igf1r"
"3176","D-Mannose","Itgax"
"3177","D-Mannose","Cdh2"
"3178","D-Mannose","Erbb2"
"3179","D-Mannose","Il22ra1"
"3180","D-Mannose","Fcgr3"
"3181","D-Mannose","Fcgr2b"
"3182","D-Mannose","Gfra3"
"3183","D-Mannose","Egfr"
"3184","D-Mannose","Nlgn4l"
"3185","D-Mannose","Lrrc4c"
"3186","D-Mannose","Gria4"
"3187","D-Mannose","Cxadr"
"3188","D-Mannose","Csf1r"
"3189","D-Mannose","Pparg"
"3190","D-Mannose","Kit"
"3191","D-Mannose","Itga5"
"3192","D-Mannose","Fcgr4"
"3193","D-Mannose","Fcgr4"
"3194","D-Mannose","Plxnb1"
"3195","D-Mannose","Mst1r"
"3196","D-Mannose","Erap1"
"3197","D-Mannose","Tlr3"
"3198","D-Mannose","Tshr"
"3199","D-Mannose","Folr2"
"3200","D-Mannose","Gabrb3"
"3201","D-Mannose","Anpep"
"3202","D-Mannose","Itgb2l"
"3203","D-Mannose","Itgb2"
"3204","D-Mannose","Itgb1"
"3205","D-Mannose","Insr"
"3206","D-Mannose","Ctla4"
"3207","D-Mannose","Nlgn2"
"3208","D-Mannose","Cd36"
"3209","D-Mannose","Cd46"
"3210","D-Mannose","Cd209a"
"3211","D-Mannose","Cd209b"
"3212","D-Mannose","Cd276"
"3213","D-Mannose","Il17ra"
"3214","D-Mannose","Siglece"
"3215","D-Mannose","Ifnlr1"
"3216","D-Mannose","Il3ra"
"3217","D-Mannose","Gp1ba"
"3218","D-Mannose","Ptprm"
"3219","D-Mannose","Sele"
"3220","D-Mannose","F3"
"3221","D-Mannose","Il21r"
"3222","D-Mannose","Nrxn3"
"3223","D-Mannose","Colec11"
"3224","D-Mannose","Plaur"
"3225","D-Mannose","H2-Aa"
"3226","D-Mannose","Acvr2b"
"3227","D-Mannose","4931406B18Rik"
"3228","D-Mannose","Siglec1"
"3229","D-Mannose","Lingo1"
"3230","D-Mannose","Htr3a"
"3231","D-Mannose","Jaml"
"3232","D-Mannose","Igf2r"
"3233","D-Mannose","Enpp3"
"3234","D-Mannose","Epha2"
"3235","D-Mannose","Fcgr2b"
"3236","D-Mannose","Nlgn3"
"3237","D-Mannose","H2-Eb2"
"3238","D-Mannose","H2-Eb1"
"3239","D-Mannose","Tfrc"
"3240","D-Mannose","Dpp4"
"3241","D-Mannose","Enpp1"
"3242","D-Mannose","Nlgn1"
"3243","D-Mannose","Fzd5"
"3244","D-Mannose","Plxna2"
"3245","D-Mannose","Fcer1a"
"3246","D-Mannose","Cd1d2"
"3247","D-Mannose","Cd1d1"
"3248","D-Mannose","Il6ra"
"3249","D-Mannose","Fcgr1"
"3250","D-Mannose","Vtcn1"
"3251","D-Mannose","Cd2"
"3252","D-Mannose","Amigo1"
"3253","D-Mannose","Ntng1"
"3254","D-Mannose","Grin1"
"3255","D-Mannose","Dpp7"
"3256","D-Mannose","Tlr4"
"3257","D-Mannose","Il2rg"
"3258","D-Mannose","Fzd8"
"3259","D-Mannose","Gabbr1"
"3260","D-Mannose","Dpp6"
"3261","D-Mannose","Cubn"
"3262","D-Mannose","Il2ra"
"3263","D-Mannose","Zp3"
"3264","D-Mannose","Itga4"
"3265","D-Mannose","H2-Ab1"
"3266","D-Mannose","Colec12"
"3267","D-Mannose","Csf2rb2"
"3268","D-Mannose","Csf2rb"
"3269","D-Mannose","Fshr"
"3270","D-Mannose","Nrxn1"
"3271","D-Mannose","Cd207"
"3272","D-Mannose","Dcc"
"3273","D-Mannose","Csf2ra"
"3274","D-Mannose","Clec2f"
"3275","D-Mannose","Pvr"
"3276","D-Mannose","Nectin3"
"3277","D-Mannose","Igll1"
"3278","D-Mannose","Ntrk1"
"3279","D-Mannose","Ldlr"
"3280","Thiocyanate","Nr3c1"
"3281","Thiocyanate","Enpp2"
"3282","Thiocyanate","Aplp2"
"3283","Thiocyanate","App"
"3284","Adenine","P2ry1"
"3285","Adenine","Acvr2b"
"3286","Selenomethionine","Stx1a"
"3287","Selenomethionine","Il10ra"
"3288","Selenomethionine","Il1rl1"
"3289","Selenomethionine","Traf2"
"3290","Selenomethionine","Smo"
"3291","Selenomethionine","Nr1h2"
"3292","Selenomethionine","Ramp2"
"3293","Selenomethionine","Ramp1"
"3294","Selenomethionine","Tlr2"
"3295","Selenomethionine","Thbs1"
"3296","Selenomethionine","Vipr2"
"3297","Selenomethionine","Cdon"
"3298","Selenomethionine","Tyro3"
"3299","Selenomethionine","Nrxn2"
"3300","Selenomethionine","Ifnar1"
"3301","Selenomethionine","Tnfrsf10b"
"3302","Selenomethionine","Rspo2"
"3303","Selenomethionine","App"
"3304","Selenomethionine","Pde6d"
"3305","Selenomethionine","Plxnb1"
"3306","Selenomethionine","Hhip"
"3307","Selenomethionine","Abce1"
"3308","Selenomethionine","Il1rapl1"
"3309","Selenomethionine","Olr1"
"3310","Selenomethionine","Nr1d2"
"3311","Selenomethionine","Cd55"
"3312","Selenomethionine","Cd55b"
"3313","Selenomethionine","Plxnd1"
"3314","Selenomethionine","Srpra"
"3315","Selenomethionine","Ptprm"
"3316","Selenomethionine","Unc5b"
"3317","Selenomethionine","Nrxn3"
"3318","Selenomethionine","Tradd"
"3319","Selenomethionine","Trpv2"
"3320","Selenomethionine","Nbr1"
"3321","Selenomethionine","Ifnar2"
"3322","Selenomethionine","Nr4a2"
"3323","Selenomethionine","Pglyrp2"
"3324","Selenomethionine","Itgb1bp1"
"3325","Selenomethionine","Boc"
"3326","Selenomethionine","Igf2r"
"3327","Selenomethionine","Enpp3"
"3328","Selenomethionine","Epha2"
"3329","Selenomethionine","H2-Eb2"
"3330","Selenomethionine","H2-Eb1"
"3331","Selenomethionine","Msn"
"3332","Selenomethionine","Enpp1"
"3333","Selenomethionine","Tlr1"
"3334","Selenomethionine","Nr5a2"
"3335","Selenomethionine","Ifngr1"
"3336","Selenomethionine","Npr2"
"3337","Selenomethionine","Dpp7"
"3338","Selenomethionine","Glp1r"
"3339","Selenomethionine","Nr5a1"
"3340","Selenomethionine","Ar"
"3341","Selenomethionine","Calcrl"
"3342","Selenomethionine","Cul5"
"3343","Selenomethionine","Trpv1"
"3344","Selenomethionine","Nrxn1"
"3345","Selenomethionine","Cd207"
"3346","Selenomethionine","Bcap31"
"3347","Selenomethionine","Gfra1"
"3348","Selenomethionine","Cd44"
"3349","Selenomethionine","Unc5c"
"3350","Selenomethionine","Fgfr2"
"3351","Selenomethionine","Ptprg"
"3352","Selenomethionine","Rack1"
"3353","Selenomethionine","Gfra2"
"3354","Selenomethionine","Pde10a"
"3355","N-Acetylneuraminic acid","Pilra"
"3356","N-Acetylneuraminic acid","Pilrb2"
"3357","N-Acetylneuraminic acid","Selp"
"3358","N-Acetylneuraminic acid","Fcgr3"
"3359","N-Acetylneuraminic acid","Fcgr2b"
"3360","N-Acetylneuraminic acid","Cxadr"
"3361","N-Acetylneuraminic acid","Siglece"
"3362","N-Acetylneuraminic acid","Sele"
"3363","N-Acetylneuraminic acid","4931406B18Rik"
"3364","N-Acetylneuraminic acid","Siglec1"
"3365","N-Acetylneuraminic acid","Fcnb"
"3366","N-Acetylneuraminic acid","Igll1"
"3367","Nitric oxide","Gucy2f"
"3368","Nitric oxide","Cd79a"
"3369","Nitric oxide","Gucy2e"
"3370","Nitric oxide","Gucy2c"
"3371","Nitric oxide","Selp"
"3372","Nitric oxide","Icam1"
"3373","Nitric oxide","Egfr"
"3374","Nitric oxide","Cd28"
"3375","Nitric oxide","F3"
"3376","Nitric oxide","Cav1"
"3377","Nitric oxide","Npr2"
"3378","Nitric oxide","Cav3"
"3379","Nitric oxide","Npr1"
"3380","Nitric oxide","Htr2a"
"3381","Nitric oxide","H2-Ea"
"3382","Nitric oxide","Esr1"
"3383","Nitric oxide","Gucy1a1"
"3384","Nitric oxide","Gucy1b1"
"3385","Nitric oxide","Pparg"
"3386","Citrulline","Gprc6a"
"3387","Citrulline","Abca1"
"3388","Citrulline","H2-T10"
"3389","Citrulline","H2-T22"
"3390","Citrulline","H2-M10.6"
"3391","Citrulline","H2-T5"
"3392","Citrulline","H2-M10.2"
"3393","Citrulline","H2-T9"
"3394","Citrulline","H2-D1"
"3395","Citrulline","H2-T3"
"3396","Citrulline","H2-Q6"
"3397","Citrulline","H2-M9"
"3398","Citrulline","H2-Q7"
"3399","Citrulline","H2-M10.4"
"3400","Citrulline","H2-M2"
"3401","Citrulline","H2-M1"
"3402","Citrulline","H2-M11"
"3403","Citrulline","H2-M10.3"
"3404","Citrulline","H2-Q1"
"3405","Citrulline","H2-M5"
"3406","Citrulline","H2-Q10"
"3407","Citrulline","H2-M10.1"
"3408","Citrulline","H2-Q2"
"3409","Citrulline","H2-Q4"
"3410","Citrulline","H2-M10.5"
"3411","Citrulline","H2-T13"
"3412","Citrulline","H2-K1"
"3413","Uridine","P2ry6"
"3414","Uridine","Htr1a"
"3415","Uridine","Htr2a"
"3416","Uridine","Tlr7"
"3417","Putrescine","Adrb1"
"3418","Putrescine","Adrb2"
